,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,VALE,2021/03/19,$27.50K,22.0,17.88,2021/02/18 04:54,20210217,Call,27.5,29
1,ZTO,2021/03/19,$360.00K,35.0,36.91,2021/02/18 04:50,20210217,Put,360.0,29
2,TRGP,2021/03/19,$604.21K,33.0,31.22,2021/02/18 04:50,20210217,Call,604.21,29
3,WBA,2021/02/19,$1.30M,42.5,49.6,2021/02/18 04:49,20210217,Call,1300.0,1
4,WBA,2021/02/19,$4.66M,40.0,49.6,2021/02/18 04:49,20210217,Call,4660.0,1
5,WBA,2021/02/19,$992.00K,45.0,49.6,2021/02/18 04:49,20210217,Call,992.0,1
6,LI,2021/03/19,$300.00K,26.0,29.83,2021/02/18 04:48,20210217,Put,300.0,29
7,LVS,2021/03/19,$1.97M,52.5,58.22,2021/02/18 04:47,20210217,Call,1970.0,29
8,LVS,2021/04/16,$1.08M,60.0,58.22,2021/02/18 04:47,20210217,Call,1080.0,57
9,BP,2021/04/16,$1.37M,16.0,23.55,2021/02/18 04:47,20210217,Call,1370.0,57
10,BP,2021/02/19,$439.60K,22.0,23.55,2021/02/18 04:46,20210217,Call,439.6,1
11,BP,2021/02/19,$370.80K,21.5,23.55,2021/02/18 04:46,20210217,Call,370.8,1
12,BP,2021/02/19,$1.32M,20.0,23.55,2021/02/18 04:46,20210217,Call,1320.0,1
13,BP,2021/02/19,$401.60K,21.0,23.55,2021/02/18 04:46,20210217,Call,401.6,1
14,WDC,2021/07/16,$1.71M,70.0,67.09,2021/02/18 04:45,20210217,Call,1710.0,148
15,SNDL,2022/01/21,$110.00K,5.0,1.76,2021/02/18 04:38,20210217,Call,110.0,337
16,SNDL,2021/03/05,$237.18K,2.0,1.76,2021/02/18 04:38,20210217,Call,237.18,15
17,M,2022/01/21,$417.50K,10.0,14.87,2021/02/18 04:38,20210217,Put,417.5,337
18,AAL,2021/08/20,$186.00K,11.0,17.98,2021/02/18 04:37,20210217,Put,186.0,183
19,AKAM,2021/03/19,$374.30K,92.5,101.85,2021/02/18 04:35,20210217,Put,374.3,29
20,LI,2021/03/19,$605.00K,26.0,29.89,2021/02/18 04:32,20210217,Put,605.0,29
21,ZTO,2021/03/19,$345.00K,35.0,36.9,2021/02/18 04:31,20210217,Put,345.0,29
22,SU,2021/06/18,$662.50K,18.0,18.99,2021/02/18 04:31,20210217,Call,662.5,120
23,LI,2021/03/19,$2.11M,40.0,29.88,2021/02/18 04:30,20210217,Put,2110.0,29
24,CNP,2021/03/19,$115.95K,22.0,21.55,2021/02/18 04:29,20210217,Call,115.95,29
25,PBR,2022/01/21,$1.36M,12.0,10.93,2021/02/18 04:19,20210217,Put,1360.0,337
26,JCI,2021/07/16,$7.01M,50.0,55.04,2021/02/18 04:19,20210217,Call,7010.0,148
27,JCI,2021/04/16,$7.60M,48.0,55.04,2021/02/18 04:19,20210217,Call,7600.0,57
28,CCL,2021/02/26,$60.00K,30.0,23.48,2021/02/18 04:15,20210217,Call,60.0,8
29,CCL,2021/02/26,$536.00K,21.0,23.48,2021/02/18 04:15,20210217,Call,536.0,8
30,CCL,2021/02/26,$448.00K,23.5,23.48,2021/02/18 04:15,20210217,Call,448.0,8
31,PG,2021/03/19,$900.00K,130.0,128.52,2021/02/18 04:11,20210217,Call,900.0,29
32,PG,2021/03/19,$1.46M,130.0,128.52,2021/02/18 04:11,20210217,Put,1460.0,29
33,FUTU,2021/03/19,$2.91M,240.0,179.9,2021/02/18 04:10,20210217,Call,2910.0,29
34,FUTU,2021/02/19,$2.32M,190.0,179.9,2021/02/18 04:10,20210217,Put,2320.0,1
35,FUTU,2021/03/19,$13.78M,240.0,179.9,2021/02/18 04:10,20210217,Put,13780.0,29
36,FUTU,2021/02/19,$720.00K,190.0,179.9,2021/02/18 04:10,20210217,Call,720.0,1
37,COST,2021/03/19,$2.22M,350.0,357.5,2021/02/18 04:08,20210217,Call,2220.0,29
38,COST,2021/03/19,$1.02M,350.0,357.5,2021/02/18 04:08,20210217,Put,1020.0,29
39,COST,2021/03/19,$1.32M,355.0,357.5,2021/02/18 04:08,20210217,Put,1320.0,29
40,COST,2021/03/19,$1.77M,355.0,357.5,2021/02/18 04:08,20210217,Call,1770.0,29
41,CBAT,2021/02/19,$251.84K,7.5,8.56,2021/02/18 04:08,20210217,Call,251.84,1
42,PLTR,2021/02/19,$4.16M,35.0,28.26,2021/02/18 04:08,20210217,Put,4160.0,1
43,PLTR,2021/02/19,$84.00K,35.0,28.26,2021/02/18 04:08,20210217,Call,84.0,1
44,CCL,2021/02/26,$32.00K,30.0,23.51,2021/02/18 04:07,20210217,Call,32.0,8
45,CCL,2021/02/26,$226.00K,23.5,23.51,2021/02/18 04:07,20210217,Call,226.0,8
46,CCL,2021/02/26,$57.57K,30.0,23.53,2021/02/18 04:07,20210217,Call,57.57,8
47,CCL,2021/02/26,$521.97K,21.0,23.53,2021/02/18 04:07,20210217,Call,521.97,8
48,CCL,2021/02/26,$437.53K,23.5,23.53,2021/02/18 04:07,20210217,Call,437.53,8
49,X,2023/01/20,$583.68K,12.0,17.99,2021/02/18 04:05,20210217,Put,583.68,701
50,VG,2021/02/19,$119.06K,15.0,14.64,2021/02/18 04:01,20210217,Call,119.06,1
51,CAR,2021/03/19,$725.04K,42.0,43.16,2021/02/18 04:01,20210217,Call,725.04,29
52,CAR,2021/03/19,$1.31M,42.0,43.16,2021/02/18 04:01,20210217,Put,1310.0,29
53,CAR,2021/03/19,$1.12M,42.0,43.16,2021/02/18 04:01,20210217,Call,1120.0,29
54,FEYE,2021/06/18,$375.00K,18.0,20.39,2021/02/18 04:01,20210217,Put,375.0,120
55,FL,2021/02/19,$7.00K,45.5,50.64,2021/02/18 04:01,20210217,Put,7.0,1
56,FL,2021/02/26,$381.00K,54.0,50.64,2021/02/18 04:01,20210217,Call,381.0,8
57,FL,2021/02/19,$45.00K,52.5,50.64,2021/02/18 04:01,20210217,Call,45.0,1
58,FL,2021/02/26,$84.00K,60.0,50.64,2021/02/18 04:01,20210217,Call,84.0,8
