,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,KO,2022/01/21,$867.60K,52.5,48.66,2021/01/21 04:29,20210120,Call,867.6,353
1,SKT,2021/02/19,$115.13K,14.0,13.2,2021/01/21 04:29,20210120,Call,115.13,17
2,PSNL,2021/03/19,$1.71M,55.0,52.15,2021/01/21 04:29,20210120,Call,1710.0,45
3,CAR,2023/01/20,$1.04M,23.0,40.87,2021/01/21 04:28,20210120,Put,1040.0,717
4,GSAT,2021/07/16,$38.50K,3.0,1.31,2021/01/21 04:28,20210120,Call,38.5,164
5,GM,2021/02/19,$749.37K,56.0,56.04,2021/01/21 04:27,20210120,Put,749.37,17
6,KO,2022/01/21,$856.80K,52.5,48.6,2021/01/21 04:26,20210120,Call,856.8,353
7,Z,2022/01/21,$8.62M,130.0,148.9,2021/01/21 04:24,20210120,Put,8620.0,353
8,PG,2021/02/19,$177.59K,135.0,131.93,2021/01/21 04:24,20210120,Call,177.59,17
9,PG,2021/02/19,$179.09K,135.0,131.93,2021/01/21 04:24,20210120,Call,179.09,17
11,GSAT,2021/03/19,$39.44K,2.0,1.35,2021/01/21 04:22,20210120,Call,39.44,45
12,GSAT,2021/03/19,$69.84K,2.0,1.35,2021/01/21 04:22,20210120,Call,69.84,45
13,GM,2021/02/19,$16.00K,43.0,56.23,2021/01/21 04:22,20210120,Put,16.0,17
14,RKT,2021/02/19,$11.00K,30.0,19.79,2021/01/21 04:22,20210120,Call,11.0,17
15,RKT,2021/02/19,$2.30M,30.0,19.79,2021/01/21 04:22,20210120,Put,2300.0,17
16,FIS,2021/02/19,$27.99K,150.0,130.94,2021/01/21 04:21,20210120,Call,27.99,17
17,GSAT,2021/03/19,$89.70K,2.0,1.33,2021/01/21 04:21,20210120,Call,89.7,45
18,ET,2021/07/16,$1.98M,5.0,6.88,2021/01/21 04:18,20210120,Call,1980.0,164
19,USFD,2021/07/16,$812.50K,40.0,35.88,2021/01/21 04:18,20210120,Call,812.5,164
20,IQ,2021/02/19,$403.80K,24.0,21.2,2021/01/21 04:18,20210120,Call,403.8,17
21,GSAT,2021/07/16,$100.48K,2.0,1.37,2021/01/21 04:17,20210120,Call,100.48,164
22,GSAT,2021/03/19,$37.84K,2.0,1.35,2021/01/21 04:17,20210120,Call,37.84,45
23,GSAT,2021/03/19,$31.64K,2.0,1.35,2021/01/21 04:17,20210120,Call,31.64,45
24,USFD,2021/07/16,$506.86K,40.0,35.53,2021/01/21 04:16,20210120,Call,506.86,164
25,AMT,2021/04/16,$1.04M,210.0,223.45,2021/01/21 04:15,20210120,Put,1040.0,73
26,NIU,2021/02/19,$325.00K,35.0,43.91,2021/01/21 04:14,20210120,Put,325.0,17
27,UNFI,2021/05/21,$900.00K,25.0,23.52,2021/01/21 04:13,20210120,Call,900.0,108
28,UNFI,2021/05/21,$1.25M,25.0,23.52,2021/01/21 04:13,20210120,Put,1250.0,108
29,GSAT,2021/04/16,$50.00K,2.0,1.33,2021/01/21 04:12,20210120,Call,50.0,73
30,GSAT,2021/04/16,$91.17K,2.0,1.33,2021/01/21 04:12,20210120,Call,91.17,73
31,GSAT,2021/04/16,$62.45K,2.0,1.31,2021/01/21 04:12,20210120,Call,62.45,73
32,DD,2021/02/19,$10.47M,105.0,84.49,2021/01/21 04:10,20210120,Put,10470.0,17
33,DLTR,2022/01/21,$363.68K,160.0,107.75,2021/01/21 04:06,20210120,Call,363.68,353
34,DLTR,2022/01/21,$2.42M,120.0,107.75,2021/01/21 04:06,20210120,Call,2420.0,353
35,GHIV,2021/05/21,$366.20K,12.5,11.92,2021/01/21 04:03,20210120,Call,366.2,108
36,TLRY,2021/06/18,$4.50M,6.0,19.23,2021/01/21 04:03,20210120,Call,4500.0,136
37,GSAT,2021/03/19,$100.04K,1.0,1.2,2021/01/21 04:02,20210120,Call,100.04,45
38,EBAY,2021/03/19,$350.00K,60.0,56.42,2021/01/21 04:00,20210120,Call,350.0,45
39,NIO,2022/01/21,$10.32M,2.5,57.99,2021/01/21 04:00,20210120,Call,10320.0,353
40,TAL,2021/02/19,$72.77K,80.0,67.91,2021/01/21 03:58,20210120,Call,72.77,17
41,TAL,2021/02/19,$194.59K,75.0,67.91,2021/01/21 03:58,20210120,Call,194.59,17
42,GSAT,2021/07/16,$65.15K,2.0,1.2,2021/01/21 03:56,20210120,Call,65.15,164
43,JD,2021/02/05,$2.50M,100.0,95.47,2021/01/21 03:55,20210120,Call,2500.0,3
44,JD,2021/02/19,$909.05K,96.0,94.93,2021/01/21 03:55,20210120,Call,909.05,17
45,KHC,2023/01/20,$448.00K,40.0,32.83,2021/01/21 03:55,20210120,Call,448.0,717
46,KHC,2023/01/20,$2.28M,40.0,32.83,2021/01/21 03:55,20210120,Put,2280.0,717
47,NIO,2022/01/21,$13.17M,3.0,57.94,2021/01/21 03:54,20210120,Call,13170.0,353
48,KMI,2021/03/19,$46.00K,17.0,15.47,2021/01/21 03:54,20210120,Call,46.0,45
49,GSX,2021/04/16,$655.20K,100.0,69.95,2021/01/21 03:52,20210120,Call,655.2,73
50,GSX,2021/04/16,$6.05M,100.0,69.95,2021/01/21 03:52,20210120,Put,6050.0,73
51,PPL,2021/03/19,$66.26K,30.0,27.92,2021/01/21 03:51,20210120,Call,66.26,45
52,DD,2021/02/12,$4.80M,105.0,84.43,2021/01/21 03:48,20210120,Put,4800.0,10
53,DD,2021/02/12,$25.30K,105.0,84.43,2021/01/21 03:48,20210120,Call,25.3,10
54,GRMN,2021/02/19,$129.25K,105.0,124.72,2021/01/21 03:47,20210120,Put,129.25,17
55,GRMN,2021/02/19,$115.46K,105.0,124.72,2021/01/21 03:47,20210120,Put,115.46,17
56,X,2021/02/19,$77.55K,17.0,20.73,2021/01/21 03:46,20210120,Put,77.55,17
57,JNJ,2021/03/19,$616.63K,175.0,163.05,2021/01/21 03:44,20210120,Call,616.63,45
