,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,SO,2021/03/19,$222.50K,58.0,59.07,2021/02/24 04:29,20210223,Put,222.5,23
1,GM,2021/02/26,$100.00K,49.0,51.23,2021/02/24 04:28,20210223,Put,100.0,2
2,GM,2021/02/26,$170.00K,51.0,51.23,2021/02/24 04:28,20210223,Put,170.0,2
3,GSAT,2022/01/21,$49.56K,5.0,1.78,2021/02/24 04:27,20210223,Call,49.56,331
4,XOM,2021/03/19,$409.76K,55.0,55.08,2021/02/24 04:26,20210223,Call,409.76,23
5,CRM,2021/04/16,$470.64K,290.0,236.08,2021/02/24 04:21,20210223,Call,470.64,51
6,CRM,2021/03/19,$411.59K,280.0,236.03,2021/02/24 04:21,20210223,Call,411.59,23
7,CMCSA,2021/03/19,$86.67K,60.0,53.12,2021/02/24 04:21,20210223,Call,86.67,23
8,EXC,2021/03/19,$209.79K,42.0,40.79,2021/02/24 04:21,20210223,Call,209.79,23
9,DIS,2021/04/16,$891.04K,220.0,198.57,2021/02/24 04:20,20210223,Call,891.04,51
10,BILI,2021/03/19,$850.00K,110.0,128.73,2021/02/24 04:19,20210223,Put,850.0,23
11,IPOF,2021/07/16,$1.36M,20.0,14.96,2021/02/24 04:19,20210223,Call,1360.0,142
12,MGNX,2021/07/16,$945.00K,20.0,20.5,2021/02/24 04:19,20210223,Put,945.0,142
13,AMC,2021/06/18,$500.00K,7.0,7.53,2021/02/24 04:17,20210223,Call,500.0,114
14,AAL,2021/06/18,$500.00K,24.0,20.95,2021/02/24 04:16,20210223,Call,500.0,114
15,XOM,2021/03/19,$367.84K,55.0,55.08,2021/02/24 04:14,20210223,Call,367.84,23
16,SPG,2021/03/19,$2.06M,110.0,115.47,2021/02/24 04:12,20210223,Call,2060.0,23
17,SPG,2021/04/16,$2.47M,110.0,115.47,2021/02/24 04:12,20210223,Call,2470.0,51
18,XOM,2021/03/19,$367.98K,55.0,55.08,2021/02/24 04:12,20210223,Call,367.98,23
19,RIG,2022/01/21,$81.83K,2.0,3.29,2021/02/24 04:12,20210223,Put,81.83,331
20,GSAT,2022/01/21,$153.37K,2.0,1.74,2021/02/24 04:11,20210223,Call,153.37,331
21,XOM,2021/03/19,$385.10K,55.0,55.12,2021/02/24 04:09,20210223,Call,385.1,23
22,WMT,2021/03/12,$678.00K,135.0,135.38,2021/02/24 04:09,20210223,Put,678.0,16
23,WMT,2021/03/12,$840.00K,135.0,135.38,2021/02/24 04:09,20210223,Call,840.0,16
24,XOM,2021/03/19,$429.14K,55.0,55.17,2021/02/24 04:08,20210223,Call,429.14,23
25,ITUB,2021/09/17,$60.00K,6.0,4.99,2021/02/24 04:06,20210223,Call,60.0,205
26,NCR,2021/12/17,$997.50K,45.0,35.06,2021/02/24 04:05,20210223,Call,997.5,296
27,TXN,2021/04/16,$2.10M,175.0,173.33,2021/02/24 04:05,20210223,Call,2100.0,51
28,TXN,2021/04/16,$778.18K,160.0,173.33,2021/02/24 04:05,20210223,Put,778.18,51
29,XOM,2021/03/19,$418.42K,55.0,55.03,2021/02/24 04:04,20210223,Call,418.42,23
30,AHCO,2021/04/16,$150.00K,35.0,30.54,2021/02/24 04:02,20210223,Call,150.0,51
31,GSAT,2022/01/21,$115.50K,2.0,1.68,2021/02/24 04:01,20210223,Call,115.5,331
32,UBER,2021/05/21,$1.05M,55.0,54.91,2021/02/24 04:01,20210223,Call,1050.0,86
33,PBR,2021/04/16,$265.00K,8.0,8.52,2021/02/24 04:01,20210223,Put,265.0,51
34,AMC,2021/03/19,$340.00K,10.0,7.84,2021/02/24 04:00,20210223,Call,340.0,23
35,AJAX,2021/08/20,$858.69K,12.5,12.62,2021/02/24 03:59,20210223,Put,858.69,177
36,GSAT,2022/01/21,$140.91K,2.0,1.66,2021/02/24 03:58,20210223,Call,140.91,331
37,KMI,2021/09/17,$99.84K,18.0,15.29,2021/02/24 03:57,20210223,Call,99.84,205
38,KMI,2021/09/17,$64.48K,19.0,15.29,2021/02/24 03:57,20210223,Call,64.48,205
39,XOM,2021/03/19,$413.58K,55.0,55.01,2021/02/24 03:53,20210223,Call,413.58,23
40,OXY,2021/03/19,$86.86K,35.0,26.05,2021/02/24 03:52,20210223,Call,86.86,23
41,UNP,2021/03/19,$217.50K,190.0,206.33,2021/02/24 03:49,20210223,Put,217.5,23
42,MOS,2021/06/18,$430.00K,35.0,29.54,2021/02/24 03:49,20210223,Call,430.0,114
43,BGCP,2021/04/16,$82.83K,5.0,4.95,2021/02/24 03:48,20210223,Call,82.83,51
44,AMC,2021/03/19,$240.00K,10.0,7.72,2021/02/24 03:48,20210223,Call,240.0,23
45,VNET,2021/09/17,$1.75M,40.0,37.36,2021/02/24 03:48,20210223,Call,1750.0,205
46,CCL,2021/02/26,$95.45K,27.0,26.34,2021/02/24 03:44,20210223,Call,95.45,2
47,AMC,2021/04/16,$292.90K,11.0,7.66,2021/02/24 03:43,20210223,Call,292.9,51
48,XOM,2021/03/19,$323.29K,55.0,54.95,2021/02/24 03:42,20210223,Call,323.29,23
49,STKL,2022/01/21,$338.00K,25.0,14.48,2021/02/24 03:41,20210223,Call,338.0,331
50,STKL,2022/01/21,$188.00K,7.5,14.48,2021/02/24 03:41,20210223,Put,188.0,331
51,STKL,2021/12/17,$512.00K,20.0,14.48,2021/02/24 03:41,20210223,Call,512.0,296
52,STKL,2022/01/21,$340.00K,25.0,14.48,2021/02/24 03:41,20210223,Call,340.0,331
53,PSAC,2021/04/16,$502.38K,12.5,15.86,2021/02/24 03:41,20210223,Put,502.38,51
54,LUV,2021/03/19,$220.00K,50.0,56.79,2021/02/24 03:39,20210223,Put,220.0,23
55,PFE,2021/02/26,$12.00K,33.0,33.75,2021/02/24 03:34,20210223,Put,12.0,2
56,FCX,2022/01/21,$350.00K,20.0,37.34,2021/02/24 03:34,20210223,Put,350.0,331
57,CCL,2021/04/16,$798.00K,27.5,26.58,2021/02/24 03:34,20210223,Put,798.0,51
58,CCL,2021/04/16,$628.00K,27.5,26.58,2021/02/24 03:34,20210223,Call,628.0,51
59,VGAC,2021/03/19,$281.25K,12.5,11.54,2021/02/24 03:34,20210223,Call,281.25,23
60,HAL,2021/03/19,$85.50K,22.5,20.81,2021/02/24 03:32,20210223,Call,85.5,23
61,FSR,2021/04/16,$123.78K,12.5,16.64,2021/02/24 03:31,20210223,Put,123.78,51
62,AMC,2021/03/19,$160.00K,10.0,7.74,2021/02/24 03:31,20210223,Call,160.0,23
63,PLTR,2021/02/26,$543.74K,29.0,26.62,2021/02/24 03:31,20210223,Put,543.74,2
64,PLTR,2021/02/26,$152.87K,26.0,26.62,2021/02/24 03:31,20210223,Put,152.87,2
65,MMM,2023/01/20,$2.05M,210.0,176.21,2021/02/24 03:31,20210223,Call,2050.0,695
66,FCX,2021/03/19,$160.00K,42.0,37.47,2021/02/24 03:30,20210223,Call,160.0,23
67,SNAP,2021/02/26,$147.00K,73.0,68.22,2021/02/24 03:30,20210223,Call,147.0,2
68,QD,2021/03/19,$321.94K,3.0,2.52,2021/02/24 03:27,20210223,Put,321.94,23
69,CTSH,2021/03/19,$768.00K,72.5,72.8,2021/02/24 03:27,20210223,Put,768.0,23
70,CTSH,2021/03/19,$908.00K,72.5,72.8,2021/02/24 03:27,20210223,Call,908.0,23
71,SNAP,2021/02/26,$341.15K,70.0,67.79,2021/02/24 03:27,20210223,Call,341.15,2
72,FSR,2021/04/16,$102.67K,12.5,16.68,2021/02/24 03:27,20210223,Put,102.67,51
73,AMC,2021/04/16,$201.14K,10.0,7.65,2021/02/24 03:26,20210223,Call,201.14,51
74,GOEV,2021/04/16,$418.04K,12.5,13.35,2021/02/24 03:26,20210223,Put,418.04,51
75,TJX,2021/03/19,$262.50K,72.5,70.53,2021/02/24 03:26,20210223,Call,262.5,23
76,NKLA,2021/06/18,$412.80K,12.5,19.61,2021/02/24 03:25,20210223,Put,412.8,114
77,VLO,2021/04/16,$645.00K,90.0,75.48,2021/02/24 03:20,20210223,Call,645.0,51
