,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,SNAP,2021/03/19,$690.42K,65.0,63.85,2021/02/23 04:29,20210222,Call,690.42,24
1,JD,2021/02/26,$130.58K,105.0,98.86,2021/02/23 04:27,20210222,Call,130.58,3
2,VIPS,2021/03/05,$450.00K,45.0,36.5,2021/02/23 04:26,20210222,Call,450.0,10
3,KO,2021/04/01,$76.95K,54.0,50.83,2021/02/23 04:25,20210222,Call,76.95,37
4,PSAC,2021/03/19,$287.92K,25.0,17.74,2021/02/23 04:25,20210222,Call,287.92,24
5,PBR,2021/04/16,$135.00K,12.0,7.97,2021/02/23 04:23,20210222,Call,135.0,52
6,PBR,2021/04/16,$6.13M,12.0,7.97,2021/02/23 04:23,20210222,Put,6130.0,52
7,VALE,2022/01/21,$681.00K,15.0,17.63,2021/02/23 04:21,20210222,Put,681.0,332
8,VALE,2021/04/16,$127.22K,20.0,17.63,2021/02/23 04:20,20210222,Call,127.22,52
9,PTON,2021/03/19,$570.00K,110.0,128.35,2021/02/23 04:20,20210222,Put,570.0,24
10,WKHS,2021/02/26,$167.31K,35.0,31.49,2021/02/23 04:18,20210222,Call,167.31,3
11,WKHS,2021/03/05,$373.54K,40.0,31.49,2021/02/23 04:18,20210222,Call,373.54,10
12,VIAC,2021/03/19,$372.12K,55.0,65.99,2021/02/23 04:18,20210222,Put,372.12,24
13,PLTR,2021/03/19,$219.60K,45.0,28.36,2021/02/23 04:17,20210222,Call,219.6,24
14,BNGO,2021/03/19,$227.04K,11.0,12.17,2021/02/23 04:16,20210222,Put,227.04,24
15,AMC,2021/02/26,$131.65K,6.5,6.39,2021/02/23 04:11,20210222,Call,131.65,3
16,XOM,2021/04/16,$670.00K,55.0,54.65,2021/02/23 04:11,20210222,Put,670.0,52
17,XOM,2021/04/16,$610.00K,55.0,54.65,2021/02/23 04:11,20210222,Call,610.0,52
18,IBM,2021/04/16,$587.29K,130.0,120.94,2021/02/23 04:10,20210222,Call,587.29,52
19,BMY,2021/04/16,$97.09K,67.5,60.96,2021/02/23 04:09,20210222,Call,97.09,52
20,LUV,2021/06/18,$604.20K,60.0,54.91,2021/02/23 04:09,20210222,Call,604.2,115
21,SLCA,2021/03/19,$81.24K,10.0,11.35,2021/02/23 04:08,20210222,Put,81.24,24
22,SLCA,2021/04/16,$91.39K,9.0,11.35,2021/02/23 04:08,20210222,Put,91.39,52
23,SLCA,2021/03/19,$162.48K,11.0,11.35,2021/02/23 04:08,20210222,Put,162.48,24
24,MUX,2021/05/21,$49.98K,2.0,1.29,2021/02/23 04:06,20210222,Call,49.98,87
25,AMC,2021/02/26,$250.32K,6.5,6.48,2021/02/23 04:05,20210222,Call,250.32,3
26,EVRI,2021/03/19,$147.00K,17.5,15.38,2021/02/23 04:05,20210222,Call,147.0,24
27,FSR,2021/02/26,$15.67K,14.0,18.72,2021/02/23 04:05,20210222,Put,15.67,3
28,MUX,2021/05/21,$48.00K,2.0,1.29,2021/02/23 04:03,20210222,Call,48.0,87
29,MUX,2021/05/21,$35.00K,2.0,1.29,2021/02/23 04:03,20210222,Call,35.0,87
30,MUX,2021/05/21,$23.77K,3.0,1.29,2021/02/23 04:03,20210222,Call,23.77,87
31,MUX,2021/05/21,$47.50K,2.0,1.29,2021/02/23 04:03,20210222,Call,47.5,87
32,GME,2021/03/19,$495.90K,95.0,46.52,2021/02/23 04:02,20210222,Call,495.9,24
33,AMC,2021/02/26,$131.55K,6.5,6.52,2021/02/23 04:02,20210222,Call,131.55,3
34,MUX,2021/05/21,$57.39K,3.0,1.28,2021/02/23 04:01,20210222,Call,57.39,87
35,AMC,2021/02/26,$135.36K,6.5,6.51,2021/02/23 04:01,20210222,Call,135.36,3
36,XOM,2021/04/16,$68.60M,37.5,54.61,2021/02/23 04:01,20210222,Call,68600.0,52
37,AMC,2021/03/19,$242.48K,10.0,6.55,2021/02/23 04:00,20210222,Call,242.48,24
38,CNK,2021/03/19,$272.00K,25.0,23.52,2021/02/23 04:00,20210222,Call,272.0,24
39,CNK,2021/03/19,$76.50K,30.0,23.52,2021/02/23 04:00,20210222,Call,76.5,24
40,CNK,2021/03/19,$119.00K,20.0,23.52,2021/02/23 04:00,20210222,Put,119.0,24
41,EBON,2021/03/19,$174.25K,15.0,8.7,2021/02/23 04:00,20210222,Call,174.25,24
42,AMC,2021/02/26,$142.78K,6.5,6.55,2021/02/23 03:58,20210222,Call,142.78,3
43,AMC,2021/02/26,$143.93K,6.5,6.53,2021/02/23 03:58,20210222,Call,143.93,3
44,AMRS,2021/03/19,$36.00K,11.0,17.62,2021/02/23 03:58,20210222,Put,36.0,24
45,MUX,2021/05/21,$40.47K,3.0,1.28,2021/02/23 03:57,20210222,Call,40.47,87
46,BMY,2021/04/16,$563.57K,65.0,60.83,2021/02/23 03:56,20210222,Call,563.57,52
47,CCJ,2021/07/16,$623.70K,20.0,16.53,2021/02/23 03:56,20210222,Call,623.7,143
