,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff,today
2201,VALE,2021/03/19,$121.50K,21.0,16.7,2021/01/28 01:34,20210127,Call,121.5,50,7
2202,CLF,2021/03/19,$70.99K,27.0,15.65,2021/01/28 01:33,20210127,Call,70.99,50,7
2203,CLF,2021/03/19,$192.50K,19.0,15.63,2021/01/28 01:32,20210127,Call,192.5,50,7
2204,CLF,2021/03/19,$97.50K,19.0,15.63,2021/01/28 01:32,20210127,Call,97.5,50,7
2205,CLF,2021/03/19,$375.00K,21.0,15.63,2021/01/28 01:32,20210127,Call,375.0,50,7
2206,LB,2021/03/19,$1.63M,42.0,38.39,2021/01/28 01:32,20210127,Call,1630.0,50,7
2207,LB,2021/03/19,$600.00K,50.0,38.39,2021/01/28 01:32,20210127,Call,600.0,50,7
2208,RTX,2022/01/21,$3.22M,55.0,66.98,2021/01/28 01:32,20210127,Put,3220.0,358,315
2209,RTX,2022/01/21,$615.00K,45.0,67.02,2021/01/28 01:31,20210127,Put,615.0,358,315
2210,BABA,2021/04/16,$1.61M,300.0,262.04,2021/01/28 01:31,20210127,Call,1610.0,78,35
2211,BABA,2021/04/16,$1.68M,230.0,262.05,2021/01/28 01:31,20210127,Put,1680.0,78,35
2212,BRK/B,2021/03/19,$4.26M,230.0,227.53,2021/01/28 01:30,20210127,Put,4260.0,50,7
2213,BRK/B,2021/03/19,$3.34M,230.0,227.53,2021/01/28 01:30,20210127,Call,3340.0,50,7
2214,NOK,2022/01/21,$426.76K,5.0,6.64,2021/01/28 01:27,20210127,Call,426.76,358,315
2215,NOK,2022/01/21,$460.84K,10.0,6.59,2021/01/28 01:24,20210127,Call,460.84,358,315
2216,DISCK,2021/03/19,$720.00K,37.5,34.65,2021/01/28 01:23,20210127,Call,720.0,50,7
2217,DISCK,2021/03/19,$330.00K,42.5,34.65,2021/01/28 01:23,20210127,Call,330.0,50,7
2218,GSX,2021/07/16,$13.41M,170.0,134.42,2021/01/28 01:21,20210127,Call,13410.0,169,126
2219,LUMN,2021/04/16,$1.77M,16.0,16.09,2021/01/28 01:20,20210127,Call,1770.0,78,35
2220,LUMN,2021/04/16,$2.87M,13.0,16.09,2021/01/28 01:20,20210127,Call,2870.0,78,35
2221,TFC,2021/03/19,$66.18K,40.0,48.91,2021/01/28 01:20,20210127,Put,66.18,50,7
2222,SAVE,2021/03/19,$534.80K,30.0,26.5,2021/01/28 01:19,20210127,Call,534.8,50,7
2223,SAVE,2021/03/19,$243.60K,35.0,26.5,2021/01/28 01:19,20210127,Call,243.6,50,7
2224,CAR,2022/01/21,$1.05M,65.0,46.08,2021/01/28 01:17,20210127,Call,1050.0,358,315
2225,CAR,2022/01/21,$1.95M,45.0,46.08,2021/01/28 01:17,20210127,Call,1950.0,358,315
2226,CAR,2022/01/21,$1.27M,60.0,46.08,2021/01/28 01:17,20210127,Call,1270.0,358,315
2227,NOK,2022/01/21,$405.15K,10.0,6.88,2021/01/28 01:17,20210127,Call,405.15,358,315
2228,NOK,2022/01/21,$324.08K,10.0,6.97,2021/01/28 01:17,20210127,Call,324.08,358,315
2229,AAP,2021/03/19,$1.18M,135.0,148.26,2021/01/28 01:16,20210127,Put,1180.0,50,7
2230,JWN,2023/01/20,$1.31M,35.0,40.44,2021/01/28 01:14,20210127,Put,1310.0,722,679
2231,AAL,2021/07/16,$532.00K,20.0,17.49,2021/01/28 01:14,20210127,Call,532.0,169,126
2232,STX,2021/03/19,$284.00K,85.0,76.13,2021/01/28 01:13,20210127,Call,284.0,50,7
2233,AMCX,2021/03/19,$180.00K,35.0,56.31,2021/01/28 01:12,20210127,Put,180.0,50,7
2234,RIG,2021/03/19,$340.00K,5.0,4.04,2021/01/28 01:09,20210127,Call,340.0,50,7
2235,UWMC,2021/12/17,$195.00K,7.5,10.14,2021/01/28 01:09,20210127,Put,195.0,323,280
2236,UWMC,2021/12/17,$325.00K,10.0,10.14,2021/01/28 01:09,20210127,Put,325.0,323,280
2237,HOME,2021/03/19,$782.50K,25.0,25.68,2021/01/28 01:08,20210127,Put,782.5,50,7
2238,HOME,2021/03/19,$157.50K,19.0,25.68,2021/01/28 01:08,20210127,Put,157.5,50,7
2239,NOK,2023/01/20,$341.93K,4.0,6.04,2021/01/28 01:07,20210127,Call,341.93,722,679
2240,AAL,2021/07/16,$274.00K,20.0,17.4,2021/01/28 01:07,20210127,Call,274.0,169,126
2241,CSCO,2021/03/19,$189.60K,47.0,46.39,2021/01/28 01:06,20210127,Call,189.6,50,7
2242,NEE,2021/06/18,$100.20K,100.0,81.29,2021/01/28 01:06,20210127,Call,100.2,141,98
2243,DMTK,2021/03/19,$209.00K,55.0,39.94,2021/01/28 01:05,20210127,Call,209.0,50,7
2244,FR,2021/03/19,$230.00K,40.0,41.33,2021/01/28 01:05,20210127,Put,230.0,50,7
2245,TSM,2022/01/21,$1.84M,100.0,122.81,2021/01/28 01:03,20210127,Put,1840.0,358,315
2246,TSM,2022/01/21,$505.00K,200.0,122.81,2021/01/28 01:03,20210127,Call,505.0,358,315
2247,PVH,2021/03/19,$110.00K,65.0,85.92,2021/01/28 01:03,20210127,Put,110.0,50,7
2248,OMCL,2021/08/20,$462.00K,110.0,120.63,2021/01/28 01:03,20210127,Put,462.0,204,161
2249,NOK,2022/01/21,$690.90K,10.0,6.71,2021/01/28 01:00,20210127,Call,690.9,358,315
2250,SNAP,2022/01/21,$428.00K,35.0,50.65,2021/01/28 01:00,20210127,Put,428.0,358,315
2251,FCX,2021/03/19,$128.95K,23.0,25.68,2021/01/28 00:59,20210127,Put,128.95,50,7
2252,NOK,2022/01/21,$310.00K,10.0,7.11,2021/01/28 00:59,20210127,Call,310.0,358,315
2253,NOK,2022/01/21,$623.72K,10.0,7.23,2021/01/28 00:59,20210127,Call,623.72,358,315
2254,NOK,2023/01/20,$406.74K,4.0,7.07,2021/01/28 00:58,20210127,Call,406.74,722,679
2255,NOK,2023/01/20,$1.09M,4.0,7.23,2021/01/28 00:57,20210127,Call,1090.0,722,679
2256,NOK,2023/01/20,$401.15K,5.0,7.2,2021/01/28 00:57,20210127,Call,401.15,722,679
2257,JNJ,2021/03/19,$4.25M,180.0,169.45,2021/01/28 00:55,20210127,Put,4250.0,50,7
2258,NOK,2023/01/20,$246.47K,7.0,7.01,2021/01/28 00:54,20210127,Call,246.47,722,679
2259,GSX,2021/03/19,$15.76M,170.0,135.6,2021/01/28 00:52,20210127,Put,15760.0,50,7
2260,GSX,2021/03/19,$2.59M,170.0,135.6,2021/01/28 00:52,20210127,Call,2590.0,50,7
2261,AVTR,2021/08/20,$115.15K,40.0,28.59,2021/01/28 00:52,20210127,Call,115.15,204,161
2262,EPR,2021/04/16,$2.50M,40.0,42.15,2021/01/28 00:51,20210127,Call,2500.0,78,35
2263,EPR,2021/04/16,$1.68M,45.0,42.15,2021/01/28 00:51,20210127,Call,1680.0,78,35
2264,VZ,2021/03/19,$125.95K,55.0,55.71,2021/01/28 00:51,20210127,Put,125.95,50,7
2265,GME,2021/04/16,$9.93K,0.5,356.48,2021/01/28 00:50,20210127,Put,9.93,78,35
2266,MAC,2021/03/19,$222.84K,14.0,21.69,2021/01/28 00:48,20210127,Put,222.84,50,7
2267,MAC,2021/03/19,$85.61K,11.0,21.69,2021/01/28 00:48,20210127,Put,85.61,50,7
2268,CCL,2021/04/16,$138.00K,25.0,19.13,2021/01/28 00:47,20210127,Call,138.0,78,35
2269,PBR,2021/03/19,$83.94K,11.0,10.28,2021/01/28 00:46,20210127,Call,83.94,50,7
2270,PBR,2021/03/19,$41.97K,12.0,10.28,2021/01/28 00:46,20210127,Call,41.97,50,7
2271,LI,2021/06/18,$1.19M,30.0,32.12,2021/01/28 00:46,20210127,Put,1190.0,141,98
2272,ATCO,2021/08/20,$50.00K,20.0,11.44,2021/01/28 00:44,20210127,Call,50.0,204,161
2273,PTON,2021/04/16,$6.12M,165.0,149.95,2021/01/28 00:44,20210127,Call,6120.0,78,35
2274,OGI,2021/06/18,$40.74K,2.5,1.89,2021/01/28 00:43,20210127,Call,40.74,141,98
2275,CERN,2021/03/19,$340.00K,82.5,82.23,2021/01/28 00:43,20210127,Call,340.0,50,7
2276,DOW,2021/03/19,$468.00K,55.0,54.76,2021/01/28 00:43,20210127,Put,468.0,50,7
2277,PBR,2021/03/19,$79.50K,11.0,10.29,2021/01/28 00:38,20210127,Call,79.5,50,7
2278,PBR,2021/03/19,$39.00K,12.0,10.29,2021/01/28 00:38,20210127,Call,39.0,50,7
2279,BB,2021/09/17,$120.00K,6.0,22.52,2021/01/28 00:37,20210127,Put,120.0,232,189
2280,CDEV,2021/04/16,$70.00K,3.0,2.49,2021/01/28 00:37,20210127,Call,70.0,78,35
2281,EXC,2021/03/19,$42.35K,46.0,42.29,2021/01/28 00:36,20210127,Call,42.35,50,7
2282,NOK,2022/01/21,$495.23K,10.0,6.2,2021/01/28 00:36,20210127,Call,495.23,358,315
2283,NOK,2021/03/19,$913.30K,9.0,6.07,2021/01/28 00:35,20210127,Call,913.3,50,7
2284,COUP,2022/01/21,$3.64M,450.0,304.95,2021/01/28 00:35,20210127,Call,3640.0,358,315
2285,SKT,2021/03/19,$94.93K,10.0,18.6,2021/01/28 00:33,20210127,Put,94.93,50,7
2286,SKT,2021/03/19,$209.17K,12.0,18.6,2021/01/28 00:33,20210127,Put,209.17,50,7
2287,AAL,2022/01/21,$2.07M,20.0,17.35,2021/01/28 00:33,20210127,Call,2070.0,358,315
2288,NOK,2021/03/19,$468.25K,8.0,5.45,2021/01/28 00:30,20210127,Call,468.25,50,7
2289,SKT,2021/03/19,$64.24K,10.0,18.64,2021/01/28 00:30,20210127,Put,64.24,50,7
2290,SKT,2021/03/19,$151.50K,12.0,18.64,2021/01/28 00:30,20210127,Put,151.5,50,7
2291,NOK,2023/01/20,$310.00K,4.0,5.44,2021/01/28 00:27,20210127,Call,310.0,722,679
2292,NOK,2023/01/20,$456.01K,4.0,5.44,2021/01/28 00:27,20210127,Call,456.01,722,679
2293,NOK,2023/01/20,$2.32M,4.0,5.45,2021/01/28 00:27,20210127,Call,2320.0,722,679
2294,PINS,2021/03/19,$315.00K,90.0,68.11,2021/01/28 00:27,20210127,Call,315.0,50,7
2295,BABA,2021/10/15,$2.95M,450.0,263.06,2021/01/28 00:27,20210127,Call,2950.0,260,217
2296,GPS,2021/03/19,$288.32K,17.0,20.5,2021/01/28 00:27,20210127,Put,288.32,50,7
2297,LUMN,2021/11/19,$197.46K,20.0,16.2,2021/01/28 00:26,20210127,Call,197.46,295,252
2298,KDP,2021/03/19,$63.18K,36.0,32.7,2021/01/28 00:26,20210127,Call,63.18,50,7
2299,ZM,2021/03/19,$26.37M,380.0,382.04,2021/01/28 00:26,20210127,Put,26370.0,50,7
2300,ZM,2021/03/19,$27.70M,380.0,382.04,2021/01/28 00:26,20210127,Call,27700.0,50,7
2301,GOLD,2021/03/19,$241.68K,23.0,22.71,2021/01/28 00:25,20210127,Put,241.68,50,7
2302,NEE,2022/01/21,$960.00K,67.5,82.04,2021/01/28 00:25,20210127,Put,960.0,358,315
2303,KDP,2021/03/19,$52.30K,36.0,32.64,2021/01/28 00:23,20210127,Call,52.3,50,7
2304,NOK,2021/06/18,$151.02K,5.0,5.39,2021/01/28 00:23,20210127,Put,151.02,141,98
2305,RAD,2021/03/19,$538.24K,23.0,26.38,2021/01/28 00:22,20210127,Call,538.24,50,7
2306,PFE,2021/03/19,$134.03K,35.0,36.46,2021/01/28 00:20,20210127,Put,134.03,50,7
2307,VALE,2021/06/18,$117.00K,20.0,16.52,2021/01/28 00:20,20210127,Call,117.0,141,98
2308,CCL,2023/01/20,$2.37M,30.0,19.06,2021/01/28 00:19,20210127,Call,2370.0,722,679
2309,FCEL,2021/03/19,$740.52K,30.0,23.89,2021/01/28 00:18,20210127,Call,740.52,50,7
2310,NOK,2022/01/21,$307.43K,10.0,5.48,2021/01/28 00:17,20210127,Call,307.43,358,315
2311,NOK,2022/01/21,$584.22K,5.0,5.43,2021/01/28 00:16,20210127,Call,584.22,358,315
2312,GM,2021/06/18,$720.00K,60.0,49.1,2021/01/28 00:16,20210127,Call,720.0,141,98
2313,GM,2021/06/18,$1.78M,50.0,49.1,2021/01/28 00:16,20210127,Call,1780.0,141,98
2314,GM,2021/06/18,$891.00K,50.0,49.1,2021/01/28 00:16,20210127,Call,891.0,141,98
2315,BHC,2021/04/16,$255.23K,30.0,25.83,2021/01/28 00:15,20210127,Call,255.23,78,35
2316,PLTR,2021/03/19,$5.89M,26.0,38.75,2021/01/28 00:12,20210127,Call,5890.0,50,7
2317,SIRI,2021/03/19,$55.00K,8.0,7.01,2021/01/28 00:11,20210127,Call,55.0,50,7
2318,LUMN,2021/04/16,$818.85K,11.0,16.19,2021/01/28 00:08,20210127,Call,818.85,78,35
2319,MU,2022/01/21,$164.00K,40.0,76.84,2021/01/28 00:08,20210127,Put,164.0,358,315
2320,GSAT,2021/03/19,$37.98K,2.0,1.08,2021/01/28 00:07,20210127,Call,37.98,50,7
2321,RIG,2023/01/20,$149.52K,5.5,3.43,2021/01/28 00:07,20210127,Call,149.52,722,679
2322,MA,2021/03/19,$2.37M,335.0,316.33,2021/01/28 00:06,20210127,Call,2370.0,50,7
2323,BJ,2021/03/19,$203.44K,55.0,49.37,2021/01/28 00:06,20210127,Call,203.44,50,7
2324,TLRY,2021/03/19,$505.46K,22.0,20.25,2021/01/28 00:02,20210127,Call,505.46,50,7
2325,GOLD,2021/06/18,$224.00K,28.0,22.62,2021/01/28 00:01,20210127,Call,224.0,141,98
2326,SNAP,2023/01/20,$1.24M,70.0,51.83,2021/01/28 00:00,20210127,Call,1240.0,722,679
2327,CCL,2022/01/21,$1.87M,30.0,19.29,2021/01/28 00:00,20210127,Call,1870.0,358,315
2328,ACB,2021/03/19,$312.70K,16.0,11.15,2021/01/27 23:59,20210127,Call,312.7,50,7
2329,NOK,2023/01/20,$335.88K,4.0,5.25,2021/01/27 23:58,20210127,Call,335.88,722,679
2330,AAP,2021/03/19,$450.00K,170.0,146.53,2021/01/27 23:57,20210127,Call,450.0,50,7
2331,AAP,2021/03/19,$75.00K,195.0,146.53,2021/01/27 23:57,20210127,Call,75.0,50,7
2332,BILI,2021/06/18,$2.21M,120.0,125.0,2021/01/27 23:55,20210127,Put,2210.0,141,98
2333,NOK,2021/06/18,$102.52K,10.0,5.22,2021/01/27 23:54,20210127,Call,102.52,141,98
2334,PYPL,2021/03/19,$252.52K,310.0,234.58,2021/01/27 23:54,20210127,Call,252.52,50,7
2335,NOK,2023/01/20,$300.00K,3.0,5.2,2021/01/27 23:54,20210127,Call,300.0,722,679
2336,NOK,2023/01/20,$301.00K,3.0,5.21,2021/01/27 23:53,20210127,Call,301.0,722,679
2337,ESI,2021/03/19,$250.00K,17.5,16.91,2021/01/27 23:50,20210127,Call,250.0,50,7
2338,CCL,2022/01/21,$148.54K,45.0,19.31,2021/01/27 23:49,20210127,Call,148.54,358,315
2339,CCL,2022/01/21,$1.87M,30.0,19.32,2021/01/27 23:49,20210127,Call,1870.0,358,315
2340,CCL,2022/01/21,$2.45M,15.0,19.32,2021/01/27 23:49,20210127,Call,2450.0,358,315
2341,LB,2021/03/19,$945.05K,43.0,40.19,2021/01/27 23:48,20210127,Call,945.05,50,7
2342,PBR,2021/03/19,$94.94K,12.0,10.25,2021/01/27 23:48,20210127,Call,94.94,50,7
2343,NVDA,2021/06/18,$5.68M,520.0,524.85,2021/01/27 23:48,20210127,Put,5680.0,141,98
2344,QCOM,2021/04/16,$1.31M,185.0,157.86,2021/01/27 23:47,20210127,Call,1310.0,78,35
2345,QCOM,2021/04/16,$1.30M,170.0,157.86,2021/01/27 23:47,20210127,Call,1300.0,78,35
2346,NOK,2021/06/18,$149.00K,5.0,5.14,2021/01/27 23:47,20210127,Call,149.0,141,98
2347,NOK,2021/03/19,$143.08K,5.0,5.14,2021/01/27 23:47,20210127,Call,143.08,50,7
2348,PBR,2021/03/19,$63.02K,11.0,10.25,2021/01/27 23:46,20210127,Call,63.02,50,7
2349,NOK,2021/06/18,$98.99K,10.0,5.14,2021/01/27 23:46,20210127,Call,98.99,141,98
2350,NOK,2021/06/18,$98.00K,10.0,5.14,2021/01/27 23:46,20210127,Call,98.0,141,98
2351,NOK,2022/01/21,$1.19M,7.0,5.13,2021/01/27 23:46,20210127,Call,1190.0,358,315
2352,NOK,2022/01/21,$2.59M,7.0,5.13,2021/01/27 23:46,20210127,Put,2590.0,358,315
2353,NIO,2021/03/19,$1.44M,50.0,58.99,2021/01/27 23:46,20210127,Put,1440.0,50,7
2354,GOLD,2021/06/18,$60.00K,30.0,22.51,2021/01/27 23:46,20210127,Call,60.0,141,98
2355,NOK,2023/01/20,$252.00K,10.0,5.12,2021/01/27 23:45,20210127,Call,252.0,722,679
2356,PBR,2021/03/19,$289.38K,12.0,10.26,2021/01/27 23:45,20210127,Call,289.38,50,7
2357,NOK,2021/03/19,$124.20K,7.0,5.12,2021/01/27 23:45,20210127,Call,124.2,50,7
2358,NOK,2021/03/19,$99.66K,7.0,5.1,2021/01/27 23:44,20210127,Call,99.66,50,7
2359,GSX,2021/07/16,$7.00M,120.0,124.34,2021/01/27 23:41,20210127,Call,7000.0,169,126
2360,ACB,2021/03/19,$46.00K,20.0,10.75,2021/01/27 23:40,20210127,Call,46.0,50,7
2361,X,2021/07/16,$70.00K,7.0,17.6,2021/01/27 23:40,20210127,Put,70.0,169,126
2362,NOK,2021/06/18,$107.19K,7.0,5.08,2021/01/27 23:39,20210127,Call,107.19,141,98
2363,NOK,2023/01/20,$1.26M,10.0,5.11,2021/01/27 23:38,20210127,Call,1260.0,722,679
2364,CAR,2021/05/21,$550.00K,55.0,49.43,2021/01/27 23:36,20210127,Call,550.0,113,70
2365,CAR,2021/05/21,$450.00K,40.0,49.43,2021/01/27 23:36,20210127,Put,450.0,113,70
2366,CAR,2021/05/21,$125.00K,30.0,49.43,2021/01/27 23:36,20210127,Put,125.0,113,70
2367,PFE,2021/03/19,$188.73K,36.0,36.27,2021/01/27 23:32,20210127,Put,188.73,50,7
2368,NCLH,2022/01/21,$568.00K,12.5,24.29,2021/01/27 23:32,20210127,Put,568.0,358,315
2369,AAL,2022/01/21,$134.21K,35.0,17.26,2021/01/27 23:32,20210127,Call,134.21,358,315
2370,X,2021/07/16,$130.00K,7.0,17.65,2021/01/27 23:32,20210127,Put,130.0,169,126
2371,UBER,2021/03/19,$219.00K,39.0,50.25,2021/01/27 23:30,20210127,Put,219.0,50,7
2372,SLB,2021/05/21,$85.50K,30.0,22.13,2021/01/27 23:28,20210127,Call,85.5,113,70
2373,SLB,2021/05/21,$232.50K,25.0,22.13,2021/01/27 23:28,20210127,Call,232.5,113,70
2374,SLB,2021/05/21,$1.32M,25.0,22.14,2021/01/27 23:28,20210127,Call,1320.0,113,70
2375,SLB,2021/05/21,$484.50K,30.0,22.14,2021/01/27 23:28,20210127,Call,484.5,113,70
2376,AAL,2021/07/16,$88.00K,30.0,17.35,2021/01/27 23:27,20210127,Call,88.0,169,126
2377,AAL,2022/01/21,$479.29K,18.0,17.41,2021/01/27 23:27,20210127,Call,479.29,358,315
2378,PYPL,2021/06/18,$2.25M,220.0,234.42,2021/01/27 23:26,20210127,Put,2250.0,141,98
2379,NOK,2023/01/20,$556.00K,10.0,5.12,2021/01/27 23:25,20210127,Call,556.0,722,679
2380,NOK,2021/06/18,$97.00K,8.0,5.11,2021/01/27 23:24,20210127,Call,97.0,141,98
2381,GM,2022/01/21,$2.54M,45.0,49.86,2021/01/27 23:23,20210127,Put,2540.0,358,315
2382,ANGI,2021/05/21,$257.79K,10.0,15.13,2021/01/27 23:22,20210127,Put,257.79,113,70
2383,PBF,2021/03/19,$194.70K,13.0,9.6,2021/01/27 23:22,20210127,Call,194.7,50,7
2384,ACB,2022/01/21,$386.60K,12.0,10.61,2021/01/27 23:21,20210127,Call,386.6,358,315
2385,GME,2021/04/16,$27.21M,10.0,280.05,2021/01/27 23:21,20210127,Call,27210.0,78,35
2386,GME,2021/04/16,$26.36M,15.0,280.28,2021/01/27 23:21,20210127,Call,26360.0,78,35
2387,GME,2021/04/16,$53.04M,12.0,280.28,2021/01/27 23:21,20210127,Call,53040.0,78,35
2388,PBF,2021/03/19,$74.53K,13.0,9.53,2021/01/27 23:19,20210127,Call,74.53,50,7
2389,LVS,2021/03/19,$475.00K,45.0,50.1,2021/01/27 23:19,20210127,Put,475.0,50,7
2390,RIOT,2021/03/19,$163.86K,12.0,17.83,2021/01/27 23:18,20210127,Put,163.86,50,7
2391,BMY,2021/06/18,$52.47K,80.0,62.57,2021/01/27 23:18,20210127,Call,52.47,141,98
2392,KR,2021/03/19,$255.00K,37.0,37.85,2021/01/27 23:14,20210127,Put,255.0,50,7
2393,NOK,2021/03/19,$216.48K,4.0,5.13,2021/01/27 23:14,20210127,Call,216.48,50,7
2394,RGS,2021/03/19,$56.32K,7.5,13.96,2021/01/27 23:12,20210127,Put,56.32,50,7
2395,NOK,2021/07/16,$256.00K,7.0,5.21,2021/01/27 23:12,20210127,Call,256.0,169,126
2396,V,2021/06/18,$750.00K,220.0,196.72,2021/01/27 23:10,20210127,Call,750.0,141,98
2397,LVS,2021/03/19,$57.00K,75.0,49.25,2021/01/27 23:08,20210127,Call,57.0,50,7
2398,LVS,2021/03/19,$375.00K,57.5,49.25,2021/01/27 23:08,20210127,Call,375.0,50,7
2399,WSC,2021/03/19,$189.00K,25.0,23.85,2021/01/27 23:06,20210127,Call,189.0,50,7
2400,WSC,2021/03/19,$135.00K,20.0,23.85,2021/01/27 23:06,20210127,Put,135.0,50,7
2401,WSC,2021/03/19,$202.50K,22.5,23.85,2021/01/27 23:06,20210127,Put,202.5,50,7
2402,RIG,2021/03/19,$75.39K,4.0,3.11,2021/01/27 23:05,20210127,Call,75.39,50,7
2403,RIG,2021/03/19,$75.35K,4.0,3.11,2021/01/27 23:05,20210127,Call,75.35,50,7
2404,RIG,2021/03/19,$54.99K,4.0,3.11,2021/01/27 23:04,20210127,Call,54.99,50,7
2405,RIG,2021/03/19,$130.72K,4.0,3.11,2021/01/27 23:04,20210127,Call,130.72,50,7
2406,BBBY,2022/01/21,$4.05M,30.0,48.19,2021/01/27 23:02,20210127,Call,4050.0,358,315
2407,NOK,2021/06/18,$218.16K,5.0,5.37,2021/01/27 23:02,20210127,Call,218.16,141,98
2408,DISCA,2021/03/19,$516.43K,45.0,44.42,2021/01/27 23:02,20210127,Put,516.43,50,7
2409,MDP,2021/03/19,$125.29K,30.0,23.53,2021/01/27 23:02,20210127,Call,125.29,50,7
2410,VNO,2021/03/19,$322.50K,35.0,39.61,2021/01/27 23:02,20210127,Put,322.5,50,7
2411,NOK,2021/03/19,$186.00K,7.0,5.35,2021/01/27 23:01,20210127,Call,186.0,50,7
2412,CMCSA,2022/01/21,$472.50K,42.5,49.38,2021/01/27 23:01,20210127,Put,472.5,358,315
2413,X,2021/04/16,$223.61K,15.0,17.2,2021/01/27 23:01,20210127,Put,223.61,78,35
2414,DISH,2021/03/19,$550.13K,30.0,30.34,2021/01/27 23:00,20210127,Call,550.13,50,7
2415,WBA,2021/04/16,$1.70M,35.0,52.02,2021/01/27 23:00,20210127,Call,1700.0,78,35
2416,RUN,2021/03/19,$762.50K,80.0,70.8,2021/01/27 22:57,20210127,Call,762.5,50,7
2417,GME,2022/01/21,$25.91M,10.0,289.8,2021/01/27 22:57,20210127,Call,25910.0,358,315
2418,GME,2022/01/21,$25.70M,12.0,289.8,2021/01/27 22:57,20210127,Call,25700.0,358,315
2419,NOK,2022/01/21,$326.78K,4.0,5.15,2021/01/27 22:57,20210127,Call,326.78,358,315
2420,PBI,2022/01/21,$174.12K,5.0,10.52,2021/01/27 22:56,20210127,Put,174.12,358,315
2421,NOK,2021/06/18,$224.85K,5.0,5.12,2021/01/27 22:55,20210127,Call,224.85,141,98
2422,NOK,2021/03/19,$176.10K,8.0,5.1,2021/01/27 22:54,20210127,Call,176.1,50,7
2423,NOK,2021/03/19,$160.00K,8.0,5.1,2021/01/27 22:53,20210127,Call,160.0,50,7
2424,NOK,2021/04/16,$246.70K,5.0,5.1,2021/01/27 22:53,20210127,Call,246.7,78,35
2425,NOK,2023/01/20,$1.99M,5.0,5.11,2021/01/27 22:51,20210127,Call,1990.0,722,679
2426,NOK,2022/01/21,$181.98K,10.0,5.09,2021/01/27 22:49,20210127,Call,181.98,358,315
2427,AAL,2022/01/21,$426.60K,20.0,17.4,2021/01/27 22:48,20210127,Call,426.6,358,315
2428,NOK,2022/01/21,$180.00K,10.0,5.13,2021/01/27 22:48,20210127,Call,180.0,358,315
2429,CSX,2021/03/19,$241.96K,87.5,83.91,2021/01/27 22:48,20210127,Call,241.96,50,7
2430,NOK,2022/01/21,$144.54K,10.0,5.14,2021/01/27 22:48,20210127,Call,144.54,358,315
2431,LVS,2021/03/19,$219.00K,52.5,47.98,2021/01/27 22:46,20210127,Call,219.0,50,7
2432,NOK,2022/01/21,$82.41K,10.0,5.07,2021/01/27 22:46,20210127,Call,82.41,358,315
2433,V,2021/03/19,$677.60K,205.0,196.72,2021/01/27 22:45,20210127,Call,677.6,50,7
2434,LVS,2021/03/19,$120.00K,62.5,48.32,2021/01/27 22:44,20210127,Call,120.0,50,7
2435,LVS,2021/03/19,$398.40K,55.0,48.32,2021/01/27 22:44,20210127,Call,398.4,50,7
2436,NOK,2021/04/16,$55.11K,10.0,4.99,2021/01/27 22:43,20210127,Call,55.11,78,35
2437,NOK,2021/06/18,$52.10K,10.0,4.99,2021/01/27 22:43,20210127,Call,52.1,141,98
2438,NOK,2021/03/19,$125.12K,7.0,5.01,2021/01/27 22:42,20210127,Call,125.12,50,7
2439,NOK,2021/03/19,$310.00K,7.0,5.01,2021/01/27 22:41,20210127,Call,310.0,50,7
2440,GOGO,2021/03/19,$234.96K,18.0,16.08,2021/01/27 22:41,20210127,Call,234.96,50,7
2441,NOK,2021/06/18,$80.00K,6.0,4.99,2021/01/27 22:40,20210127,Call,80.0,141,98
2442,DM,2021/05/21,$557.45K,20.0,25.26,2021/01/27 22:40,20210127,Put,557.45,113,70
2443,MIK,2021/03/19,$80.00K,22.5,16.4,2021/01/27 22:38,20210127,Call,80.0,50,7
2444,GM,2021/03/19,$151.20K,60.0,50.25,2021/01/27 22:37,20210127,Call,151.2,50,7
2445,GM,2021/03/19,$52.92K,70.0,50.25,2021/01/27 22:37,20210127,Call,52.92,50,7
2446,AAL,2023/01/20,$252.00K,35.0,17.27,2021/01/27 22:36,20210127,Call,252.0,722,679
2447,AAL,2023/01/20,$320.00K,30.0,17.27,2021/01/27 22:36,20210127,Call,320.0,722,679
2448,NOK,2021/03/19,$81.58K,6.0,4.94,2021/01/27 22:35,20210127,Call,81.58,50,7
2449,AAL,2021/06/18,$171.22K,22.0,16.65,2021/01/27 22:34,20210127,Call,171.22,141,98
2450,NOK,2021/03/19,$89.93K,6.0,4.93,2021/01/27 22:34,20210127,Call,89.93,50,7
2451,GOLD,2021/03/19,$219.73K,23.0,22.81,2021/01/27 22:34,20210127,Put,219.73,50,7
2452,CCL,2022/01/21,$259.65K,30.0,18.37,2021/01/27 22:33,20210127,Call,259.65,358,315
2453,XOM,2021/04/16,$259.38K,55.0,45.09,2021/01/27 22:31,20210127,Call,259.38,78,35
2454,JKS,2021/03/19,$1.09M,80.0,68.09,2021/01/27 22:30,20210127,Call,1090.0,50,7
2455,IPOF,2021/07/16,$1.13M,20.0,13.57,2021/01/29 04:26,20210128,Call,1130.0,168,126
2456,GME,2021/04/16,$48.64M,12.0,240.5,2021/01/29 04:26,20210128,Call,48640.0,77,35
2457,CPB,2021/05/21,$629.17K,45.0,48.99,2021/01/29 04:19,20210128,Put,629.17,112,70
