,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,MUX,2021/05/21,$35.85K,3.0,1.16,2021/02/06 04:27,20210205,Call,35.85,103
1,BEPC,2021/03/19,$514.82K,50.0,56.71,2021/02/06 04:26,20210205,Put,514.82,40
2,RF,2021/02/19,$121.65K,19.0,19.02,2021/02/06 04:22,20210205,Put,121.65,12
3,RIG,2021/05/21,$234.00K,4.0,3.49,2021/02/06 04:21,20210205,Call,234.0,103
4,RIG,2021/05/21,$114.00K,2.5,3.49,2021/02/06 04:21,20210205,Put,114.0,103
5,WDC,2021/02/12,$162.86K,60.0,59.7,2021/02/06 04:20,20210205,Call,162.86,5
6,CNP,2021/02/19,$136.00K,21.5,21.31,2021/02/06 04:18,20210205,Call,136.0,12
7,BB,2021/02/26,$279.84K,21.0,13.15,2021/02/06 04:14,20210205,Call,279.84,19
8,ABEV,2021/04/16,$45.00K,3.0,2.92,2021/02/06 04:14,20210205,Call,45.0,68
9,MUX,2021/05/21,$27.03K,3.0,1.14,2021/02/06 04:11,20210205,Call,27.03,103
10,ABEV,2021/04/16,$46.00K,3.0,2.93,2021/02/06 04:10,20210205,Call,46.0,68
11,SNAP,2021/06/18,$1.43M,70.0,63.93,2021/02/06 04:08,20210205,Call,1430.0,131
12,SNAP,2021/04/16,$600.00K,75.0,63.93,2021/02/06 04:08,20210205,Call,600.0,68
13,MUX,2021/05/21,$37.50K,3.0,1.12,2021/02/06 04:08,20210205,Call,37.5,103
14,MUX,2021/05/21,$64.50K,3.0,1.12,2021/02/06 04:08,20210205,Call,64.5,103
15,IRBT,2021/03/19,$1.18M,90.0,119.01,2021/02/06 04:07,20210205,Put,1180.0,40
16,UNM,2021/03/19,$112.50K,22.5,23.5,2021/02/06 04:02,20210205,Put,112.5,40
17,SWCH,2021/08/20,$537.50K,19.0,18.93,2021/02/06 03:59,20210205,Call,537.5,194
20,GM,2021/06/18,$1.48M,75.0,54.28,2021/02/06 03:53,20210205,Call,1480.0,131
21,GM,2021/06/18,$3.06M,65.0,54.28,2021/02/06 03:53,20210205,Call,3060.0,131
22,MCF,2021/04/16,$45.00K,4.0,3.03,2021/02/06 03:53,20210205,Call,45.0,68
23,NIO,2021/02/12,$60.64K,63.0,56.41,2021/02/06 03:53,20210205,Call,60.64,5
25,KO,2021/06/18,$120.00K,55.0,49.59,2021/02/06 03:52,20210205,Call,120.0,131
26,KO,2021/06/18,$75.00K,40.0,49.59,2021/02/06 03:52,20210205,Put,75.0,131
28,SNDL,2021/02/19,$194.14K,1.0,1.13,2021/02/06 03:52,20210205,Call,194.14,12
29,SNDL,2021/02/19,$201.61K,1.0,1.13,2021/02/06 03:52,20210205,Call,201.61,12
30,MARA,2021/02/12,$450.00K,20.0,22.28,2021/02/06 03:50,20210205,Call,450.0,5
31,MGM,2021/03/19,$1.01M,34.0,34.63,2021/02/06 03:50,20210205,Call,1010.0,40
32,MGM,2021/04/16,$962.50K,36.0,34.63,2021/02/06 03:50,20210205,Call,962.5,68
33,ITUB,2021/09/17,$102.50K,6.0,5.22,2021/02/06 03:49,20210205,Call,102.5,222
34,SPLK,2022/01/21,$1.50M,250.0,170.87,2021/02/06 03:46,20210205,Call,1500.0,348
35,WDC,2021/02/12,$173.66K,60.0,59.49,2021/02/06 03:46,20210205,Call,173.66,5
36,SNAP,2021/06/18,$1.39M,70.0,63.25,2021/02/06 03:44,20210205,Call,1390.0,131
37,IFF,2021/02/19,$5.34M,150.0,126.75,2021/02/06 03:43,20210205,Put,5340.0,12
38,IFF,2021/02/19,$79.20K,150.0,126.75,2021/02/06 03:43,20210205,Call,79.2,12
39,BP,2021/06/18,$368.00K,20.0,20.75,2021/02/06 03:42,20210205,Put,368.0,131
40,MOMO,2021/02/26,$472.00K,20.0,17.39,2021/02/06 03:40,20210205,Call,472.0,19
41,CLOV,2021/05/21,$67.98K,5.0,11.8,2021/02/06 03:36,20210205,Put,67.98,103
42,GME,2022/01/21,$7.50K,0.5,61.39,2021/02/06 03:33,20210205,Put,7.5,348
43,GE,2022/01/21,$875.00K,10.0,11.38,2021/02/06 03:32,20210205,Put,875.0,348
44,BABA,2021/03/19,$3.28M,260.0,265.59,2021/02/06 03:31,20210205,Call,3280.0,40
45,BABA,2021/03/19,$2.16M,260.0,265.59,2021/02/06 03:31,20210205,Put,2160.0,40
46,GILD,2021/06/18,$523.52K,72.5,69.01,2021/02/06 03:30,20210205,Call,523.52,131
47,ZGNX,2021/02/19,$500.00K,23.0,20.72,2021/02/06 03:29,20210205,Call,500.0,12
48,BABA,2021/02/19,$4.84M,260.0,265.46,2021/02/06 03:29,20210205,Call,4840.0,12
49,GILD,2021/06/18,$1.69M,72.5,68.95,2021/02/06 03:28,20210205,Call,1690.0,131
50,MGM,2021/03/19,$987.00K,34.0,34.5,2021/02/06 03:28,20210205,Call,987.0,40
51,MGM,2021/04/16,$938.00K,36.0,34.5,2021/02/06 03:28,20210205,Call,938.0,68
52,NPA,2021/02/19,$123.50K,20.0,16.17,2021/02/06 03:28,20210205,Call,123.5,12
53,IFF,2021/02/19,$161.48K,150.0,126.32,2021/02/06 03:27,20210205,Call,161.48,12
54,IFF,2021/02/19,$9.70M,150.0,126.32,2021/02/06 03:27,20210205,Put,9700.0,12
55,DT,2021/02/19,$714.00K,55.0,55.14,2021/02/06 03:26,20210205,Call,714.0,12
56,DT,2021/02/19,$902.70K,50.0,55.14,2021/02/06 03:26,20210205,Call,902.7,12
57,RTX,2021/02/19,$4.94M,65.0,73.01,2021/02/06 03:25,20210205,Call,4940.0,12
58,RTX,2021/02/19,$420.65K,75.0,73.01,2021/02/06 03:25,20210205,Call,420.65,12
59,XERS,2021/04/16,$138.72K,10.0,7.33,2021/02/06 03:23,20210205,Call,138.72,68
60,PFE,2023/01/20,$362.06K,50.0,34.85,2021/02/06 03:19,20210205,Call,362.06,712
61,TSM,2021/04/16,$862.50K,135.0,127.59,2021/02/06 03:17,20210205,Call,862.5,68
62,PLTR,2021/02/26,$499.50K,31.0,33.93,2021/02/06 03:06,20210205,Put,499.5,19
63,ITUB,2021/09/17,$84.37K,6.0,5.22,2021/02/06 03:06,20210205,Call,84.37,222
65,MUX,2021/05/21,$30.00K,3.0,1.13,2021/02/06 03:03,20210205,Call,30.0,103
66,MUX,2021/05/21,$15.57K,3.0,1.13,2021/02/06 03:03,20210205,Call,15.57,103
67,MUX,2021/05/21,$15.44K,3.0,1.13,2021/02/06 03:02,20210205,Call,15.44,103
70,CSCO,2022/01/21,$292.00K,35.0,48.2,2021/02/06 02:56,20210205,Put,292.0,348
71,LYFT,2021/10/15,$962.50K,75.0,52.29,2021/02/06 02:53,20210205,Call,962.5,250
72,DUK,2022/01/21,$254.00K,115.0,95.09,2021/02/06 02:53,20210205,Call,254.0,348
73,BSX,2021/05/21,$588.98K,38.0,39.1,2021/02/06 02:52,20210205,Call,588.98,103
74,PLTR,2021/02/26,$1.11M,36.0,34.12,2021/02/06 02:51,20210205,Put,1110.0,19
75,DAL,2021/02/19,$154.00K,40.0,41.17,2021/02/06 02:49,20210205,Put,154.0,12
76,PLTR,2021/02/12,$830.00K,35.0,34.16,2021/02/06 02:46,20210205,Call,830.0,5
77,PLTR,2021/02/12,$920.00K,33.5,34.16,2021/02/06 02:46,20210205,Call,920.0,5
78,PLTR,2021/02/26,$890.77K,36.0,34.28,2021/02/06 02:45,20210205,Put,890.77,19
79,UAL,2021/06/18,$894.70K,40.0,42.27,2021/02/06 02:43,20210205,Put,894.7,131
80,NOK,2021/02/19,$6.00K,7.0,4.24,2021/02/06 02:42,20210205,Call,6.0,12
81,NOK,2021/02/19,$4.00K,8.0,4.24,2021/02/06 02:42,20210205,Call,4.0,12
82,KHC,2022/01/21,$72.00K,50.0,34.08,2021/02/06 02:40,20210205,Call,72.0,348
83,KHC,2022/01/21,$302.00K,40.0,34.08,2021/02/06 02:40,20210205,Call,302.0,348
84,VALE,2021/03/19,$48.74K,19.0,17.21,2021/02/06 02:40,20210205,Call,48.74,40
85,SQ,2021/02/19,$1.40M,230.0,239.76,2021/02/06 02:38,20210205,Call,1400.0,12
86,GM,2022/01/21,$1.37M,50.0,54.44,2021/02/06 02:33,20210205,Put,1370.0,348
87,VALE,2021/03/19,$47.28K,19.0,17.21,2021/02/06 02:33,20210205,Call,47.28,40
88,GEVO,2021/05/21,$288.96K,20.0,11.61,2021/02/06 02:31,20210205,Call,288.96,103
89,AAL,2021/02/19,$42.68K,16.5,17.35,2021/02/06 02:31,20210205,Put,42.68,12
90,UBER,2023/01/20,$2.84M,55.0,58.15,2021/02/06 02:31,20210205,Put,2840.0,712
91,DD,2021/02/12,$8.72M,105.0,75.97,2021/02/06 02:28,20210205,Put,8720.0,5
92,DD,2021/02/12,$9.00K,105.0,75.97,2021/02/06 02:28,20210205,Call,9.0,5
93,MTCH,2023/01/20,$7.37M,160.0,157.98,2021/02/06 02:28,20210205,Call,7370.0,712
94,MARA,2021/02/12,$313.66K,21.0,22.64,2021/02/06 02:24,20210205,Call,313.66,5
95,MARA,2021/02/12,$461.75K,19.0,22.55,2021/02/06 02:23,20210205,Call,461.75,5
96,VALE,2021/03/19,$47.00K,19.0,17.2,2021/02/06 02:23,20210205,Call,47.0,40
97,VALE,2021/03/19,$48.10K,19.0,17.22,2021/02/06 02:22,20210205,Call,48.1,40
98,GEO,2022/01/21,$85.00K,5.0,8.46,2021/02/06 02:21,20210205,Put,85.0,348
99,VALE,2021/03/19,$53.95K,19.0,17.24,2021/02/06 02:20,20210205,Call,53.95,40
100,DBX,2021/02/12,$200.49K,23.5,24.8,2021/02/06 02:19,20210205,Call,200.49,5
101,CCL,2021/02/19,$168.00K,20.0,21.42,2021/02/06 02:19,20210205,Put,168.0,12
102,SPG,2021/02/19,$74.48K,115.0,97.37,2021/02/06 02:17,20210205,Call,74.48,12
