,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,TLRY,2021/03/19,$2.19M,7.0,18.55,2021/01/28 04:29,20210127,Call,2190.0,50
1,UBER,2021/01/29,$81.19K,53.0,48.12,2021/01/28 04:28,20210127,Call,81.19,1
2,MRNA,2021/02/19,$2.11M,165.0,151.35,2021/01/28 04:26,20210127,Call,2110.0,22
3,CMCSA,2021/04/16,$50.00K,60.0,48.75,2021/01/28 04:26,20210127,Call,50.0,78
4,Z,2021/02/19,$10.00K,50.0,130.09,2021/01/28 04:26,20210127,Put,10.0,22
5,CNP,2021/03/19,$229.35K,19.0,20.75,2021/01/28 04:25,20210127,Put,229.35,50
6,NOK,2023/01/20,$1.12M,5.0,6.93,2021/01/28 04:25,20210127,Call,1120.0,722
7,GME,2021/07/16,$18.00K,0.5,332.65,2021/01/28 04:25,20210127,Put,18.0,169
8,GPS,2021/02/05,$475.20K,19.0,19.53,2021/01/28 04:24,20210127,Call,475.2,8
9,DISCA,2021/03/19,$1.19M,45.0,43.3,2021/01/28 04:24,20210127,Call,1190.0,50
10,DISCA,2021/03/19,$705.00K,50.0,43.3,2021/01/28 04:24,20210127,Call,705.0,50
11,DISCK,2021/03/19,$555.00K,37.5,33.55,2021/01/28 04:24,20210127,Call,555.0,50
12,DISCK,2021/03/19,$255.00K,42.5,33.55,2021/01/28 04:24,20210127,Call,255.0,50
13,MRVL,2021/01/29,$110.75K,49.5,51.14,2021/01/28 04:24,20210127,Put,110.75,1
14,AAL,2021/06/18,$760.00K,13.0,16.67,2021/01/28 04:23,20210127,Put,760.0,141
15,GME,2021/04/16,$64.90M,12.0,344.5,2021/01/28 04:22,20210127,Call,64900.00000000001,78
16,CLR,2021/02/19,$480.00K,20.0,21.16,2021/01/28 04:22,20210127,Put,480.0,22
17,NEE,2021/03/19,$450.00K,90.0,80.74,2021/01/28 04:21,20210127,Call,450.0,50
18,BG,2021/02/19,$328.00K,67.5,63.84,2021/01/28 04:21,20210127,Call,328.0,22
19,JKS,2021/02/19,$897.00K,85.0,71.39,2021/01/28 04:20,20210127,Call,897.0,22
20,JKS,2021/02/19,$546.00K,95.0,71.39,2021/01/28 04:20,20210127,Call,546.0,22
21,GPS,2021/01/29,$507.60K,19.0,19.63,2021/01/28 04:18,20210127,Call,507.6,1
22,DAL,2021/02/05,$277.42K,39.0,38.7,2021/01/28 04:18,20210127,Call,277.42,8
23,CZR,2021/02/12,$1.60M,76.0,69.72,2021/01/28 04:17,20210127,Put,1600.0,15
24,CZR,2021/02/12,$740.00K,68.5,69.71,2021/01/28 04:17,20210127,Put,740.0,15
25,EXPE,2021/02/19,$2.70M,120.0,124.43,2021/01/28 04:15,20210127,Put,2700.0,22
26,SKT,2021/03/19,$427.50K,14.0,17.96,2021/01/28 04:14,20210127,Put,427.5,50
27,AAL,2021/02/19,$401.06K,21.0,16.73,2021/01/28 04:13,20210127,Call,401.06,22
28,KGC,2023/01/20,$135.00K,17.0,6.8,2021/01/28 04:12,20210127,Call,135.0,722
29,KGC,2023/01/20,$485.00K,7.0,6.8,2021/01/28 04:12,20210127,Call,485.0,722
30,AAL,2021/06/18,$350.00K,10.0,16.68,2021/01/28 04:12,20210127,Put,350.0,141
31,NOK,2021/03/19,$600.21K,10.0,6.9,2021/01/28 04:10,20210127,Call,600.21,50
32,ABBV,2021/02/19,$1.01M,108.0,103.24,2021/01/28 04:09,20210127,Call,1010.0,22
33,AMC,2021/06/18,$29.70K,0.5,18.53,2021/01/28 04:08,20210127,Put,29.7,141
34,AMC,2021/06/18,$321.30K,3.5,18.53,2021/01/28 04:08,20210127,Put,321.3,141
35,AMC,2021/06/18,$108.00K,2.0,18.53,2021/01/28 04:08,20210127,Put,108.0,141
36,RRR,2021/04/16,$730.00K,22.5,23.96,2021/01/28 04:06,20210127,Call,730.0,78
37,RRR,2021/04/16,$240.00K,30.0,23.96,2021/01/28 04:06,20210127,Call,240.0,78
38,UBER,2021/02/19,$286.15K,40.0,48.57,2021/01/28 04:06,20210127,Put,286.15,22
39,CSCO,2022/01/21,$246.00K,32.5,45.84,2021/01/28 04:06,20210127,Put,246.0,358
40,UBER,2021/02/19,$795.52K,50.0,48.69,2021/01/28 04:05,20210127,Put,795.52,22
41,GM,2021/06/18,$1.25M,49.0,49.11,2021/01/28 04:01,20210127,Put,1250.0,141
42,QCOM,2021/02/05,$322.11K,143.0,154.57,2021/01/28 03:59,20210127,Put,322.11,8
43,NOK,2021/07/16,$1.57M,5.0,6.87,2021/01/28 03:59,20210127,Call,1570.0,169
44,LB,2021/02/05,$192.50K,45.0,36.69,2021/01/28 03:59,20210127,Call,192.5,8
45,LB,2021/02/05,$962.50K,37.0,36.69,2021/01/28 03:59,20210127,Call,962.5,8
46,PINS,2021/02/19,$457.60K,55.0,65.16,2021/01/28 03:58,20210127,Put,457.6,22
47,TLRY,2021/03/19,$3.82M,7.0,19.01,2021/01/28 03:57,20210127,Call,3820.0,50
48,SNAP,2021/02/19,$278.17K,70.0,48.96,2021/01/28 03:55,20210127,Call,278.17,22
49,LVS,2021/02/19,$200.00K,60.0,48.87,2021/01/28 03:54,20210127,Call,200.0,22
50,SNAP,2021/02/19,$330.00K,70.0,49.22,2021/01/28 03:54,20210127,Call,330.0,22
51,SNAP,2021/02/19,$266.51K,70.0,49.13,2021/01/28 03:53,20210127,Call,266.51,22
52,GE,2022/01/21,$730.37K,15.0,10.79,2021/01/28 03:53,20210127,Call,730.37,358
53,LB,2021/02/19,$1.12M,35.0,36.41,2021/01/28 03:52,20210127,Put,1120.0,22
54,SNDL,2021/02/19,$164.61K,1.0,0.6,2021/01/28 03:51,20210127,Call,164.61,22
55,SPCE,2021/02/19,$2.09M,50.0,49.68,2021/01/28 03:49,20210127,Call,2090.0,22
56,ACI,2021/04/16,$2.17M,17.5,20.17,2021/01/28 03:49,20210127,Call,2170.0,78
57,MRK,2021/02/19,$49.48K,87.5,77.28,2021/01/28 03:49,20210127,Call,49.48,22
58,SNDL,2021/02/19,$163.98K,1.0,0.6,2021/01/28 03:49,20210127,Call,163.98,22
59,SNDL,2021/02/19,$51.27K,1.0,0.6,2021/01/28 03:49,20210127,Call,51.27,22
60,SLB,2021/02/19,$104.00K,20.0,22.21,2021/01/28 03:47,20210127,Put,104.0,22
61,FTI,2021/02/19,$131.11K,13.0,11.41,2021/01/28 03:47,20210127,Call,131.11,22
62,GPS,2021/01/29,$45.94K,19.0,19.83,2021/01/28 03:46,20210127,Put,45.94,1
63,SWCH,2021/05/21,$245.00K,20.0,17.42,2021/01/28 03:46,20210127,Call,245.0,113
64,JNJ,2021/02/19,$279.00K,160.0,168.31,2021/01/28 03:44,20210127,Put,279.0,22
65,JNJ,2021/02/19,$1.55M,160.0,168.31,2021/01/28 03:44,20210127,Call,1550.0,22
66,JPM,2021/02/19,$435.00K,120.0,127.91,2021/01/28 03:41,20210127,Put,435.0,22
67,LB,2021/02/19,$1.28M,35.0,36.55,2021/01/28 03:40,20210127,Put,1280.0,22
68,PLTR,2021/02/19,$367.50K,27.5,43.73,2021/01/28 03:40,20210127,Put,367.5,22
69,PLTR,2021/02/19,$175.00K,21.5,43.73,2021/01/28 03:40,20210127,Put,175.0,22
70,DDD,2021/02/19,$370.00K,32.0,42.62,2021/01/28 03:39,20210127,Put,370.0,22
71,SNAP,2021/01/29,$275.76K,52.0,49.5,2021/01/28 03:37,20210127,Call,275.76,1
72,SNAP,2021/01/29,$284.74K,52.0,49.56,2021/01/28 03:37,20210127,Call,284.74,1
73,SNDL,2021/02/19,$45.63K,1.0,0.6,2021/01/28 03:36,20210127,Call,45.63,22
74,PLTR,2021/02/19,$1.50M,44.0,44.29,2021/01/28 03:35,20210127,Put,1500.0,22
75,M,2021/02/19,$464.36K,20.0,17.65,2021/01/28 03:34,20210127,Call,464.36,22
76,AMC,2021/06/18,$135.00K,2.0,17.89,2021/01/28 03:34,20210127,Put,135.0,141
77,AMC,2021/06/18,$48.60K,1.0,17.89,2021/01/28 03:34,20210127,Put,48.6,141
78,AMC,2021/06/18,$329.40K,3.5,17.89,2021/01/28 03:34,20210127,Put,329.4,141
79,SWCH,2021/05/21,$175.00K,20.0,17.39,2021/01/28 03:33,20210127,Call,175.0,113
