,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,TSM,2021/03/19,$3.00M,150.0,137.61,2021/02/13 04:25,20210212,Call,3000.0,34
1,FSLR,2021/06/18,$1.20M,85.0,100.3,2021/02/13 04:24,20210212,Put,1200.0,125
2,OXY,2021/02/19,$57.25K,28.0,25.39,2021/02/13 04:23,20210212,Call,57.25,6
5,GSAT,2021/02/19,$45.63K,3.5,2.41,2021/02/13 04:19,20210212,Call,45.63,6
6,QS,2021/02/19,$423.00K,70.0,53.35,2021/02/13 04:18,20210212,Call,423.0,6
7,BB,2021/02/19,$172.00K,12.5,12.94,2021/02/13 04:17,20210212,Call,172.0,6
10,IDEX,2023/01/20,$1.21M,7.0,4.61,2021/02/13 04:08,20210212,Call,1210.0,706
11,MFC,2021/06/18,$240.00K,20.0,19.53,2021/02/13 04:06,20210212,Call,240.0,125
12,MFC,2021/06/18,$210.00K,18.0,19.53,2021/02/13 04:06,20210212,Put,210.0,125
13,TEVA,2021/06/18,$72.00K,9.0,11.13,2021/02/13 04:04,20210212,Put,72.0,125
15,VRM,2021/02/19,$1.08M,45.0,50.39,2021/02/13 04:04,20210212,Call,1080.0,6
16,VRM,2021/02/19,$330.00K,50.0,50.39,2021/02/13 04:04,20210212,Call,330.0,6
17,VIRT,2021/02/19,$99.56K,27.0,27.61,2021/02/13 04:03,20210212,Put,99.56,6
18,ENBL,2021/02/19,$150.00K,5.0,6.03,2021/02/13 04:03,20210212,Call,150.0,6
19,ENBL,2021/02/19,$525.00K,2.5,6.03,2021/02/13 04:03,20210212,Call,525.0,6
20,SLB,2021/02/19,$1.68M,20.0,26.66,2021/02/13 04:03,20210212,Call,1680.0,6
21,SLB,2021/02/19,$972.00K,22.5,26.66,2021/02/13 04:03,20210212,Call,972.0,6
22,AA,2021/03/19,$122.00K,25.0,21.49,2021/02/13 03:57,20210212,Call,122.0,34
23,LI,2021/03/19,$273.00K,26.0,31.99,2021/02/13 03:49,20210212,Put,273.0,34
24,DBX,2021/04/16,$548.09K,24.0,24.36,2021/02/13 03:44,20210212,Call,548.09,62
25,GNUS,2021/03/05,$66.00K,2.0,2.02,2021/02/13 03:30,20210212,Put,66.0,20
26,PXD,2022/01/21,$1.26M,95.0,132.04,2021/02/13 03:29,20210212,Put,1260.0,342
27,UBER,2021/09/17,$1.09M,70.0,59.98,2021/02/13 03:28,20210212,Call,1090.0,216
28,PLTR,2021/02/19,$88.67K,45.0,31.81,2021/02/13 03:18,20210212,Call,88.67,6
29,PLTR,2021/02/19,$181.46K,40.0,31.81,2021/02/13 03:18,20210212,Call,181.46,6
30,LGND,2021/05/21,$1.69M,120.0,174.12,2021/02/13 03:17,20210212,Put,1690.0,97
31,MU,2021/03/19,$838.26K,85.0,87.15,2021/02/13 03:16,20210212,Put,838.26,34
32,FOLD,2021/04/16,$210.00K,12.0,12.41,2021/02/13 03:14,20210212,Put,210.0,62
33,NET,2022/01/21,$3.08M,85.0,85.28,2021/02/13 03:12,20210212,Put,3080.0,342
34,MU,2021/03/19,$1.07M,95.0,87.24,2021/02/13 03:10,20210212,Call,1070.0,34
35,MU,2021/03/19,$313.65K,100.0,87.24,2021/02/13 03:10,20210212,Call,313.65,34
36,TSEM,2021/02/19,$60.00K,37.0,32.71,2021/02/13 03:04,20210212,Call,60.0,6
37,LI,2021/03/19,$275.60K,26.0,31.87,2021/02/13 03:03,20210212,Put,275.6,34
38,MHLD,2021/03/19,$98.47K,2.5,2.77,2021/02/13 03:03,20210212,Call,98.47,34
39,ATOS,2021/07/16,$331.55K,2.5,3.56,2021/02/13 03:00,20210212,Call,331.55,153
40,ATOS,2022/01/21,$334.96K,4.0,3.56,2021/02/13 03:00,20210212,Call,334.96,342
41,ATOS,2022/01/21,$336.67K,4.0,3.56,2021/02/13 03:00,20210212,Call,336.67,342
42,MTDR,2021/03/19,$16.50K,10.0,19.58,2021/02/13 02:58,20210212,Put,16.5,34
43,KRA,2021/03/19,$1.56M,30.0,36.88,2021/02/13 02:58,20210212,Call,1560.0,34
44,KRA,2021/03/19,$913.50K,35.0,36.88,2021/02/13 02:58,20210212,Call,913.5,34
45,TNK,2021/03/19,$56.56K,17.5,12.92,2021/02/13 02:57,20210212,Call,56.56,34
46,NOK,2021/09/17,$39.67K,8.0,4.18,2021/02/13 02:56,20210212,Call,39.67,216
47,KODK,2021/03/19,$235.32K,12.5,10.99,2021/02/13 02:52,20210212,Call,235.32,34
48,KODK,2021/03/19,$486.54K,12.5,10.99,2021/02/13 02:52,20210212,Put,486.54,34
49,SQ,2023/01/20,$17.25M,240.0,271.84,2021/02/13 02:48,20210212,Put,17250.0,706
50,SQ,2023/01/20,$26.10M,290.0,271.84,2021/02/13 02:48,20210212,Put,26100.0,706
51,UBER,2021/09/17,$3.79M,70.0,59.56,2021/02/13 02:47,20210212,Call,3790.0,216
53,ACB,2021/02/19,$255.20K,15.0,13.13,2021/02/13 02:44,20210212,Put,255.2,6
54,GOGO,2021/02/19,$367.19K,12.0,15.31,2021/02/13 02:43,20210212,Call,367.19,6
55,VTRS,2021/02/19,$53.31K,18.5,18.22,2021/02/13 02:43,20210212,Call,53.31,6
56,TSM,2021/02/19,$780.00K,136.0,138.33,2021/02/13 02:42,20210212,Call,780.0,6
57,SNPR,2021/03/19,$171.35K,20.0,15.02,2021/02/13 02:42,20210212,Call,171.35,34
58,HON,2021/06/18,$390.00K,165.0,202.49,2021/02/13 02:42,20210212,Put,390.0,125
59,BFT,2021/04/16,$259.88K,25.0,16.86,2021/02/13 02:41,20210212,Call,259.88,62
60,TIGR,2021/02/19,$111.19K,35.0,30.89,2021/02/13 02:40,20210212,Call,111.19,6
61,PINS,2021/03/19,$359.10K,100.0,85.24,2021/02/13 02:40,20210212,Call,359.1,34
62,NKE,2021/03/19,$208.65K,150.0,141.9,2021/02/13 02:39,20210212,Call,208.65,34
63,PFE,2021/03/05,$101.79K,34.0,34.77,2021/02/13 02:37,20210212,Put,101.79,20
64,IQ,2021/02/26,$371.20K,35.0,26.46,2021/02/13 02:36,20210212,Call,371.2,13
65,IQ,2021/02/19,$110.60K,30.0,26.46,2021/02/13 02:36,20210212,Call,110.6,6
66,IQ,2021/02/26,$81.20K,35.0,26.46,2021/02/13 02:36,20210212,Call,81.2,13
67,IQ,2021/02/19,$505.60K,30.0,26.46,2021/02/13 02:36,20210212,Call,505.6,6
68,FSR,2021/02/19,$169.07K,19.0,18.71,2021/02/13 02:36,20210212,Call,169.07,6
70,AG,2021/02/19,$527.00K,18.0,17.48,2021/02/13 02:31,20210212,Call,527.0,6
71,NAK,2022/01/21,$73.19K,4.0,0.89,2021/02/13 02:28,20210212,Call,73.19,342
72,VIAC,2021/03/19,$7.38M,50.0,58.53,2021/02/13 02:28,20210212,Call,7380.0,34
73,VIAC,2021/03/05,$2.70M,60.0,58.53,2021/02/13 02:28,20210212,Call,2700.0,20
74,GOOGL,2021/06/18,$50.26M,1800.0,2087.84,2021/02/13 02:28,20210212,Call,50260.0,125
75,GOOGL,2021/02/19,$85.88M,1500.0,2087.84,2021/02/13 02:28,20210212,Call,85880.0,6
76,EQT,2021/03/19,$107.12K,15.0,17.32,2021/02/13 02:26,20210212,Put,107.12,34
77,MCS,2021/02/19,$80.00K,17.5,17.43,2021/02/13 02:25,20210212,Call,80.0,6
78,PFE,2021/03/05,$74.65K,34.0,34.77,2021/02/13 02:25,20210212,Put,74.65,20
79,TLRY,2021/06/18,$2.54M,6.0,30.71,2021/02/13 02:24,20210212,Call,2540.0,125
80,TLRY,2021/02/19,$1.95M,12.0,30.71,2021/02/13 02:24,20210212,Call,1950.0,6
