,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,BEKE,2021/02/19,$855.00K,55.0,59.96,2021/01/29 04:30,20210128,Put,855.0,21
1,PBR,2021/02/19,$9.00K,14.0,10.55,2021/01/29 04:30,20210128,Call,9.0,21
2,PBR,2021/02/19,$1.04M,14.0,10.55,2021/01/29 04:30,20210128,Put,1040.0,21
3,BB,2021/02/12,$985.74K,16.0,15.1,2021/01/29 04:27,20210128,Call,985.74,14
4,IPOF,2021/07/16,$1.13M,20.0,13.57,2021/01/29 04:26,20210128,Call,1130.0,168
5,GME,2021/04/16,$48.64M,12.0,240.5,2021/01/29 04:26,20210128,Call,48640.0,77
6,NOK,2021/02/19,$384.00K,4.5,4.83,2021/01/29 04:24,20210128,Put,384.0,21
7,DD,2021/02/12,$132.50K,120.0,81.09,2021/01/29 04:22,20210128,Call,132.5,14
8,DD,2021/02/12,$51.94M,120.0,81.09,2021/01/29 04:22,20210128,Put,51940.0,14
9,DD,2021/02/19,$12.13M,105.0,81.09,2021/01/29 04:21,20210128,Put,12130.0,21
10,DD,2021/02/19,$110.00K,105.0,81.09,2021/01/29 04:21,20210128,Call,110.0,21
11,PPC,2021/02/19,$96.00K,21.0,19.94,2021/01/29 04:19,20210128,Call,96.0,21
12,CPB,2021/05/21,$629.17K,45.0,48.99,2021/01/29 04:19,20210128,Put,629.17,112
13,CPB,2021/03/19,$321.50K,55.0,48.99,2021/01/29 04:19,20210128,Call,321.5,49
15,VIAC,2021/04/16,$1.52M,44.0,49.75,2021/01/29 04:18,20210128,Put,1520.0,77
16,AMRS,2022/01/21,$600.00K,17.0,9.71,2021/01/29 04:16,20210128,Call,600.0,357
17,CLR,2021/03/19,$1.62M,20.0,20.76,2021/01/29 04:13,20210128,Call,1620.0,49
18,TLRY,2021/03/19,$3.47M,7.0,18.72,2021/01/29 04:13,20210128,Call,3470.0,49
19,LYFT,2021/02/05,$433.09K,48.0,46.62,2021/01/29 04:13,20210128,Put,433.09,7
21,GSAT,2021/03/19,$49.38K,2.0,1.22,2021/01/29 04:11,20210128,Call,49.38,49
22,ANGI,2021/05/21,$711.33K,17.5,14.33,2021/01/29 04:11,20210128,Call,711.33,112
23,GME,2021/07/16,$10.79K,0.5,259.75,2021/01/29 04:07,20210128,Put,10.79,168
24,DD,2021/02/12,$78.40M,120.0,81.02,2021/01/29 04:05,20210128,Put,78400.0,14
25,GME,2021/04/16,$18.62K,0.5,257.19,2021/01/29 04:04,20210128,Put,18.62,77
26,PLTR,2021/03/19,$1.43M,33.0,36.34,2021/01/29 04:03,20210128,Put,1430.0,49
27,XOM,2021/03/19,$4.85M,47.5,46.14,2021/01/29 04:03,20210128,Call,4850.0,49
28,XOM,2021/03/19,$10.35M,47.5,46.14,2021/01/29 04:03,20210128,Put,10350.0,49
29,GEO,2021/03/19,$350.00K,8.0,8.74,2021/01/29 04:02,20210128,Put,350.0,49
30,TD,2021/03/19,$1000.00K,55.0,57.84,2021/01/29 03:59,20210128,Put,1000.0,49
31,NOK,2021/02/26,$152.11K,4.5,4.84,2021/01/29 03:59,20210128,Call,152.11,28
32,NOK,2021/02/19,$143.07K,4.5,4.84,2021/01/29 03:59,20210128,Call,143.07,21
33,BB,2021/02/19,$565.48K,40.0,15.48,2021/01/29 03:58,20210128,Call,565.48,21
34,CVS,2021/02/26,$488.16K,77.5,73.25,2021/01/29 03:58,20210128,Call,488.16,28
35,MUX,2021/05/21,$44.44K,2.0,1.18,2021/01/29 03:58,20210128,Call,44.44,112
38,CVS,2021/02/26,$640.01K,73.5,73.3,2021/01/29 03:56,20210128,Call,640.01,28
39,TAK,2021/02/19,$151.26K,17.5,18.01,2021/01/29 03:55,20210128,Put,151.26,21
40,IFF,2021/02/19,$5.38M,150.0,114.99,2021/01/29 03:54,20210128,Put,5380.0,21
42,BB,2021/02/05,$890.00K,12.5,15.69,2021/01/29 03:50,20210128,Call,890.0,7
43,X,2021/04/16,$91.00K,10.0,19.01,2021/01/29 03:45,20210128,Put,91.0,77
44,Z,2021/02/19,$1.85M,135.0,132.75,2021/01/29 03:44,20210128,Call,1850.0,21
45,Z,2021/02/19,$1.26M,150.0,132.75,2021/01/29 03:44,20210128,Call,1260.0,21
46,DDS,2021/08/20,$2.57M,105.0,89.82,2021/01/29 03:44,20210128,Call,2570.0,203
47,DDS,2021/08/20,$3.55M,80.0,89.82,2021/01/29 03:44,20210128,Put,3550.0,203
48,PLTR,2021/03/19,$980.00K,33.0,36.01,2021/01/29 03:43,20210128,Put,980.0,49
49,UNIT,2021/02/19,$87.50K,13.0,12.29,2021/01/29 03:43,20210128,Call,87.5,21
50,KR,2023/01/20,$210.00K,20.0,35.08,2021/01/29 03:42,20210128,Put,210.0,721
