Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
Virgin Galactic Holdings Inc,SPCE,Buy,Filled,15,15,@16.99,16.99,DAY,07/06/2020 15:47:46 EDT,07/06/2020 15:47:47 EDT
Ballard Power,BLDP,Sell,Filled,10,10,@19.30,19.30,DAY,07/06/2020 14:29:21 EDT,07/06/2020 14:29:25 EDT
Fiverr,FVRR,Sell,Cancelled,0,2,74.00,,GTC,07/06/2020 14:24:55 EDT,
Fiverr,FVRR,Sell,Cancelled,0,2,@85.02,,GTC,07/06/2020 14:24:55 EDT,
Beasley Broadcst,BBGI,Buy,Filled,50,50,@2.20,2.20,DAY,07/06/2020 14:21:44 EDT,07/06/2020 15:50:00 EDT
Beasley Broadcst,BBGI,Sell,Filled,50,50,@2.00,2.00,GTC,07/06/2020 14:21:44 EDT,07/07/2020 15:13:52 EDT
AudioCodes,AUDC,Buy,Filled,8,8,@33.73,33.73,DAY,07/06/2020 13:53:57 EDT,07/06/2020 13:56:33 EDT
Sunrun,RUN,Buy,Filled,10,10,@21.39,21.39,DAY,07/06/2020 13:49:17 EDT,07/06/2020 13:49:17 EDT
Ocean Bio,OBCI,Buy,Cancelled,0,15,@14.55,,DAY,07/06/2020 13:43:55 EDT,
TILRAY  INC.,TLRY,Sell,Filled,15,15,@7.31,7.31,DAY,07/06/2020 12:37:14 EDT,07/06/2020 12:37:15 EDT
NXP Semicondtrs,NXPI,Buy,Filled,1,1,@116.15,116.15,DAY,07/06/2020 12:15:12 EDT,07/06/2020 12:22:10 EDT
Ballard Power,BLDP,Sell,Filled,8,8,@19.66,19.66,DAY,07/06/2020 11:55:48 EDT,07/06/2020 12:00:48 EDT
Blink Charging,BLNK,Sell,Filled,15,15,@7.28,7.28,DAY,07/06/2020 11:55:21 EDT,07/06/2020 11:55:22 EDT
NIO Inc.,NIO,Sell,Filled,15,15,@11.71,11.71,DAY,07/06/2020 10:08:40 EDT,07/06/2020 10:09:11 EDT
ZOOM VIDEO,ZM,Buy,Filled,1,1,@271.39,271.39,DAY,07/06/2020 10:02:48 EDT,07/06/2020 10:02:49 EDT
Natl Beverage,FIZZ,Sell,Filled,3,3,@64.74,64.74,DAY,07/06/2020 10:01:52 EDT,07/06/2020 10:01:53 EDT
IEC ELECTRONICS,IEC,Buy,Filled,10,10,@9.37,9.37,DAY,07/06/2020 09:58:32 EDT,07/06/2020 10:01:09 EDT
Remark Holdings,MARK,Buy,Filled,45,45,@2.58,2.58,DAY,07/06/2020 09:53:56 EDT,07/06/2020 10:06:59 EDT
Zovio Inc,ZVO,Buy,Cancelled,0,80,@3.40,,DAY,07/06/2020 09:47:08 EDT,
Workhorse Group,WKHS,Sell,Filled,18,18,@18.90,18.90,DAY,07/06/2020 09:39:46 EDT,07/06/2020 09:39:47 EDT
ZOOM VIDEO,ZM,Buy,Filled,1,1,@269.00,269.00,DAY,07/06/2020 09:38:42 EDT,07/06/2020 09:39:03 EDT
Aramark US,ARMK,Buy,Cancelled,0,8,@22.00,,DAY,07/06/2020 08:39:18 EDT,
SAFE-T GROUP LTD.,SFET,Buy,Cancelled,0,150,@1.75,,DAY,07/06/2020 07:39:57 EDT,
Coprt,CPRT,Buy,Cancelled,0,2,89.00,,GTC,07/06/2020 03:07:05 EDT,
Coprt,CPRT,Buy,Cancelled,0,2,@75.47,,GTC,07/06/2020 03:07:05 EDT,
Coprt,CPRT,Sell,Filled,2,2,@84.05,84.05,DAY,07/02/2020 12:43:56 EDT,07/02/2020 12:49:05 EDT
Sirius XM Holdgs,SIRI,Sell,Filled,105,105,@5.86,5.86,DAY,07/02/2020 11:07:59 EDT,07/02/2020 11:08:00 EDT
Workhorse Group,WKHS,Sell,Filled,20,20,@20.60,20.60,DAY,07/02/2020 10:58:57 EDT,07/02/2020 10:58:58 EDT
Discover Financl,DFS,Sell,Filled,3,3,@50.50,50.50,DAY,07/02/2020 10:24:15 EDT,07/02/2020 10:25:21 EDT
Workhorse Group,WKHS,Sell,Filled,5,5,@21.92,21.92,DAY,07/02/2020 10:16:39 EDT,07/02/2020 10:16:40 EDT
Las Vegas Sands,LVS,Sell,Filled,3,3,@46.61,46.61,DAY,07/02/2020 10:15:24 EDT,07/02/2020 10:15:25 EDT
HPE,HPE,Sell,Filled,5,5,@9.67,9.67,DAY,07/02/2020 10:14:25 EDT,07/02/2020 10:14:26 EDT
MILESTONE SCIENT,MLSS,Sell,Filled,50,50,@1.92,1.92,DAY,07/02/2020 10:13:44 EDT,07/02/2020 10:13:45 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,15,15,@19.25,19.25,DAY,07/02/2020 10:06:39 EDT,07/02/2020 10:06:40 EDT
SPDR® S&P 500 ETF Trust,SPY,Sell,Filled,3,3,@315.33,315.33,DAY,07/02/2020 10:01:00 EDT,07/02/2020 10:01:01 EDT
NIO Inc.,NIO,Buy,Filled,10,10,@8.87,8.87,DAY,07/02/2020 09:45:04 EDT,07/02/2020 09:45:07 EDT
Workhorse Group,WKHS,Sell,Filled,15,15,@17.78,17.78,DAY,07/01/2020 13:14:28 EDT,07/01/2020 13:14:52 EDT
Blmn Brd,BLMN,Buy,Filled,15,15,@10.59,10.59,DAY,07/01/2020 13:13:18 EDT,07/01/2020 13:13:19 EDT
Workhorse Group,WKHS,Buy,Filled,10,10,@17.99,17.99,DAY,07/01/2020 13:01:02 EDT,07/01/2020 13:03:17 EDT
Fiverr,FVRR,Buy,Filled,2,2,@75.40,75.40,DAY,07/01/2020 12:40:11 EDT,07/01/2020 12:40:26 EDT
Natl Beverage,FIZZ,Buy,Filled,3,3,@61.89,61.89,DAY,07/01/2020 12:27:17 EDT,07/01/2020 12:27:18 EDT
MicroVision,MVIS,Buy,Filled,200,200,@1.49,1.49,DAY,07/01/2020 11:59:00 EDT,07/01/2020 11:59:01 EDT
Ballard Power,BLDP,Buy,Filled,10,10,@15.96,15.96,DAY,07/01/2020 11:10:59 EDT,07/01/2020 11:10:59 EDT
Blink Charging,BLNK,Buy,Filled,35,35,@4.80,4.80,DAY,07/01/2020 11:10:23 EDT,07/01/2020 11:11:59 EDT
Blink Charging,BLNK,Buy,Filled,30,30,@4.68,4.68,DAY,07/01/2020 10:57:21 EDT,07/01/2020 10:57:22 EDT
Blue Apron Hldg,APRN,Sell,Filled,39,39,@10.95,10.95,DAY,07/01/2020 10:51:10 EDT,07/01/2020 10:51:11 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,15,15,@18.85,18.85,DAY,07/01/2020 10:31:06 EDT,07/01/2020 10:32:05 EDT
Blue Apron Hldg,APRN,Sell,Cancelled,0,39,@11.20,,DAY,07/01/2020 10:18:37 EDT,
Sirius XM Holdgs,SIRI,Buy,Filled,50,50,@5.93,5.93,DAY,07/01/2020 09:50:01 EDT,07/01/2020 09:50:02 EDT
Vivint Smart Home Inc,VVNT,Buy,Filled,20,20,@17.35,17.35,DAY,07/01/2020 09:38:55 EDT,07/01/2020 09:44:43 EDT
Workhorse Group,WKHS,Buy,Filled,8,8,@16.20,16.20,DAY,07/01/2020 09:35:19 EDT,07/01/2020 09:35:52 EDT
Shake Shack,SHAK,Sell,Filled,2,2,@54.00,54.00,DAY,07/01/2020 09:34:04 EDT,07/01/2020 09:34:05 EDT
Planet Fitnes,PLNT,Buy,Filled,3,3,@62.58,62.58,DAY,07/01/2020 09:29:19 EDT,07/01/2020 09:34:28 EDT
Planet Fitnes,PLNT,Buy,Cancelled,0,3,@53.80,,DAY,07/01/2020 09:29:19 EDT,
Virgin Galactic Holdings Inc,SPCE,Buy,Cancelled,0,25,@15.00,,DAY,07/01/2020 09:08:00 EDT,
EVERQUOTE,EVER,Buy,Filled,5,5,@61.05,61.05,GTC,07/01/2020 06:14:23 EDT,07/02/2020 10:20:15 EDT
EVERQUOTE,EVER,Buy,Cancelled,0,5,@52.34,,DAY,07/01/2020 06:14:23 EDT,
Electrameccanica Vehicles Corp,SOLO,Sell,Filled,160,160,@2.24,2.24,DAY,06/30/2020 15:05:18 EDT,06/30/2020 15:05:19 EDT
Electrameccanica Vehicles Corp,SOLO,Sell,Filled,40,40,@2.50,2.50,DAY,06/30/2020 12:38:28 EDT,06/30/2020 12:38:28 EDT
Workhorse Group,WKHS,Sell,Filled,5,5,@18.00,18.00,DAY,06/30/2020 12:35:29 EDT,06/30/2020 12:36:07 EDT
Workhorse Group,WKHS,Sell,Filled,5,5,@19.23,19.23,DAY,06/30/2020 12:13:54 EDT,06/30/2020 12:13:55 EDT
ADIENT,ADNT,Buy,Filled,10,10,@16.33,16.33,DAY,06/30/2020 12:12:56 EDT,06/30/2020 12:12:57 EDT
Limelight,LLNW,Sell,Filled,55,55,@7.34,7.34,DAY,06/30/2020 12:00:32 EDT,06/30/2020 12:00:33 EDT
TILRAY  INC.,TLRY,Sell,Filled,15,15,@7.40,7.40,DAY,06/30/2020 11:58:00 EDT,06/30/2020 12:56:46 EDT
EVERQUOTE,EVER,Buy,Cancelled,0,5,59.00,,DAY,06/30/2020 11:04:16 EDT,
EVERQUOTE,EVER,Buy,Cancelled,0,5,@50.48,,DAY,06/30/2020 11:04:16 EDT,
NIO Inc.,NIO,Buy,Filled,15,15,@7.47,7.47,DAY,06/30/2020 10:31:25 EDT,06/30/2020 10:31:26 EDT
Blue Apron Hldg,APRN,Buy,Filled,15,15,@10.85,10.85,DAY,06/30/2020 10:20:56 EDT,06/30/2020 10:40:18 EDT
EVERQUOTE,EVER,Sell,Filled,5,5,@56.00,56.00,DAY,06/30/2020 10:15:28 EDT,06/30/2020 11:00:01 EDT
Blink Charging,BLNK,Buy,Filled,30,30,@6.30,6.30,DAY,06/30/2020 09:52:50 EDT,06/30/2020 09:52:55 EDT
Williams-Sonoma,WSM,Buy,Filled,2,2,@83.99,83.99,GTC,06/30/2020 09:45:48 EDT,07/01/2020 09:46:06 EDT
Williams-Sonoma,WSM,Buy,Cancelled,0,2,@73.40,,GTC,06/30/2020 09:45:48 EDT,
Planet Fitnes,PLNT,Buy,Cancelled,0,3,61.00,,GTC,06/30/2020 09:43:48 EDT,
Planet Fitnes,PLNT,Buy,Cancelled,0,3,@51.00,,GTC,06/30/2020 09:43:48 EDT,
Chewy,CHWY,Buy,Filled,5,5,@46.91,46.91,GTC,06/30/2020 09:40:55 EDT,07/01/2020 15:14:30 EDT
Chewy,CHWY,Buy,Cancelled,0,5,@40.76,,GTC,06/30/2020 09:40:55 EDT,
Workhorse Group,WKHS,Buy,Cancelled,0,5,@16.50,,DAY,06/30/2020 09:33:22 EDT,
Stamps.com,STMP,Buy,Filled,2,2,@177.00,177.00,DAY,06/30/2020 09:30:58 EDT,06/30/2020 09:31:47 EDT
Williams-Sonoma,WSM,Sell,Filled,2,2,@81.50,81.50,DAY,06/29/2020 15:01:12 EDT,06/29/2020 15:09:53 EDT
TILRAY  INC.,TLRY,Sell,Filled,10,10,@7.71,7.71,DAY,06/29/2020 14:50:53 EDT,06/29/2020 14:50:54 EDT
Chewy,CHWY,Sell,Filled,5,5,@45.06,45.06,DAY,06/29/2020 14:49:21 EDT,06/29/2020 14:55:55 EDT
Maxar Technologies Ltd,MAXR,Sell,Filled,18,18,@18.02,18.02,DAY,06/29/2020 14:32:55 EDT,06/29/2020 14:32:56 EDT
Workhorse Group,WKHS,Sell,Filled,6,6,@13.63,13.63,DAY,06/29/2020 14:26:51 EDT,06/29/2020 14:26:56 EDT
Planet Fitnes,PLNT,Buy,Cancelled,0,3,62.30,,DAY,06/29/2020 13:21:42 EDT,
Planet Fitnes,PLNT,Buy,Cancelled,0,3,@51.00,,DAY,06/29/2020 13:21:42 EDT,
Limelight,LLNW,Buy,Filled,30,30,@7.41,7.41,DAY,06/29/2020 12:29:20 EDT,06/29/2020 12:29:29 EDT
Electrameccanica Vehicles Corp,SOLO,Sell,Filled,50,50,@2.30,2.30,DAY,06/29/2020 12:15:33 EDT,06/29/2020 12:15:33 EDT
Planet Fitnes,PLNT,Sell,Filled,3,3,@59.10,59.10,DAY,06/29/2020 12:05:31 EDT,06/29/2020 12:13:43 EDT
ADIENT,ADNT,Buy,Filled,10,10,@15.92,15.92,DAY,06/29/2020 11:28:38 EDT,06/29/2020 11:29:18 EDT
Simon Prop Grp,SPG,Sell,Filled,1,1,@65.65,65.65,DAY,06/29/2020 10:57:11 EDT,06/29/2020 10:57:12 EDT
AG Mortgage,MITT,Buy,Filled,10,10,@3.26,3.26,DAY,06/29/2020 10:36:50 EDT,06/29/2020 10:36:50 EDT
Sirius XM Holdgs,SIRI,Buy,Filled,55,55,@5.72,5.72,DAY,06/29/2020 10:28:01 EDT,06/29/2020 10:42:12 EDT
Ballard Power,BLDP,Buy,Filled,25,25,@15.03,15.03,DAY,06/29/2020 10:22:50 EDT,06/29/2020 10:22:50 EDT
Cloudera,CLDR,Sell,Filled,23,23,@12.92,12.92,DAY,06/29/2020 09:48:15 EDT,06/29/2020 09:48:16 EDT
Beyond Meat,BYND,Sell,Filled,1,1,@129.46,129.46,DAY,06/29/2020 09:35:51 EDT,06/29/2020 09:35:52 EDT
Cloudera,CLDR,Sell,Filled,15,15,@13.23,13.23,DAY,06/29/2020 09:34:47 EDT,06/29/2020 09:34:49 EDT
Workhorse Group,WKHS,Sell,Filled,10,10,@12.14,12.14,DAY,06/29/2020 07:19:18 EDT,06/29/2020 07:20:05 EDT
Celsius Holdings,CELH,Buy,Cancelled,0,40,@10.80,,DAY,06/29/2020 07:01:19 EDT,
Stamps.com,STMP,Sell,Filled,2,2,@188.00,188.00,DAY,06/29/2020 06:32:42 EDT,06/29/2020 08:36:10 EDT
Workhorse Group,WKHS,Buy,Cancelled,0,15,@9.40,,DAY,06/26/2020 15:29:02 EDT,
Cloudera,CLDR,Buy,Filled,8,8,@13.29,13.29,DAY,06/26/2020 14:05:42 EDT,06/26/2020 14:05:53 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@9.91,9.91,DAY,06/26/2020 13:35:22 EDT,06/26/2020 15:28:34 EDT
Beyond Meat,BYND,Buy,Filled,1,1,@142.45,142.45,DAY,06/26/2020 11:46:08 EDT,06/26/2020 12:20:07 EDT
Cloudera,CLDR,Sell,Cancelled,0,20,12.76,,DAY,06/26/2020 10:35:37 EDT,
Cloudera,CLDR,Sell,Cancelled,0,20,@15.00,,DAY,06/26/2020 10:35:37 EDT,
Beasley Broadcst,BBGI,Sell,Filled,25,25,@2.45,2.45,DAY,06/26/2020 10:05:52 EDT,06/26/2020 11:53:15 EDT
Beasley Broadcst,BBGI,Sell,Cancelled,0,25,@5.00,,DAY,06/26/2020 10:05:52 EDT,
Maxar Technologies Ltd,MAXR,Sell,Filled,10,10,@17.71,17.71,GTC,06/26/2020 10:01:09 EDT,06/26/2020 10:21:07 EDT
Maxar Technologies Ltd,MAXR,Sell,Cancelled,0,10,@22.00,,GTC,06/26/2020 10:01:09 EDT,
Limelight,LLNW,Sell,Filled,20,20,@7.32,7.32,DAY,06/26/2020 09:48:40 EDT,06/26/2020 09:48:41 EDT
Blue Apron Hldg,APRN,Sell,Filled,18,18,@10.55,10.55,DAY,06/26/2020 09:35:36 EDT,06/26/2020 09:39:14 EDT
Blue Apron Hldg,APRN,Sell,Cancelled,0,18,@12.00,,DAY,06/26/2020 09:35:36 EDT,
Gilead Sciences,GILD,Sell,Filled,8,8,@74.00,74.00,GTC,06/26/2020 09:32:59 EDT,06/26/2020 10:56:47 EDT
Gilead Sciences,GILD,Sell,Cancelled,0,8,@90.00,,GTC,06/26/2020 09:32:59 EDT,
Corelogic,CLGX,Sell,Filled,3,3,@63.30,63.30,DAY,06/26/2020 08:56:09 EDT,06/26/2020 08:56:11 EDT
Gilead Sciences,GILD,Buy,Filled,8,8,@75.00,75.00,DAY,06/26/2020 04:41:03 EDT,06/26/2020 09:32:03 EDT
CDW Corp,CDW,Buy,Filled,2,2,@112.35,112.35,DAY,06/25/2020 15:44:54 EDT,06/25/2020 15:44:56 EDT
CDW Corp,CDW,Sell,Filled,2,2,@109.25,109.25,GTC,06/25/2020 15:44:54 EDT,06/26/2020 15:50:00 EDT
Dmtar,UFS,Buy,Filled,5,5,@20.98,20.98,DAY,06/25/2020 15:41:01 EDT,06/25/2020 15:41:22 EDT
Fortress Trans,FTAI,Buy,Filled,8,8,@12.23,12.23,DAY,06/25/2020 15:23:23 EDT,06/25/2020 15:23:23 EDT
Vivint Smart Home Inc,VVNT,Sell,Filled,20,20,@16.88,16.88,DAY,06/25/2020 15:00:00 EDT,06/25/2020 15:00:01 EDT
Dmtar,UFS,Sell,Filled,8,8,@19.00,19.00,GTC,06/25/2020 14:40:14 EDT,07/09/2020 09:40:14 EDT
Dmtar,UFS,Sell,Cancelled,0,8,@50.00,,GTC,06/25/2020 14:40:14 EDT,
Dmtar,UFS,Buy,Filled,8,8,@20.73,20.73,DAY,06/25/2020 14:39:41 EDT,06/25/2020 14:39:41 EDT
Vivint Smart Home Inc,VVNT,Sell,Filled,8,8,@17.00,17.00,DAY,06/25/2020 14:32:45 EDT,06/25/2020 14:57:29 EDT
Vivint Smart Home Inc,VVNT,Sell,Cancelled,0,8,@20.00,,DAY,06/25/2020 14:32:45 EDT,
Vivint Smart Home Inc,VVNT,Buy,Filled,5,5,@17.30,17.30,DAY,06/25/2020 14:28:15 EDT,06/25/2020 14:28:16 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@8.35,8.35,DAY,06/25/2020 14:19:21 EDT,06/25/2020 14:19:25 EDT
Vivint Smart Home Inc,VVNT,Sell,Filled,15,15,@17.22,17.22,GTC,06/25/2020 13:57:45 EDT,06/25/2020 14:23:52 EDT
Vivint Smart Home Inc,VVNT,Sell,Cancelled,0,15,@19.37,,GTC,06/25/2020 13:57:45 EDT,
Workhorse Group,WKHS,Sell,Cancelled,0,25,7.36,,DAY,06/25/2020 13:21:33 EDT,
Workhorse Group,WKHS,Sell,Cancelled,0,25,@12.00,,DAY,06/25/2020 13:21:33 EDT,
Blue Apron Hldg,APRN,Buy,Filled,10,10,@10.90,10.90,DAY,06/25/2020 13:13:29 EDT,06/25/2020 14:10:42 EDT
Workhorse Group,WKHS,Buy,Filled,6,6,@9.01,9.01,DAY,06/25/2020 12:40:23 EDT,06/25/2020 12:40:24 EDT
Electrameccanica Vehicles Corp,SOLO,Sell,Filled,100,100,@1.80,1.80,GTC,06/25/2020 12:35:21 EDT,06/26/2020 09:42:03 EDT
Electrameccanica Vehicles Corp,SOLO,Sell,Cancelled,0,100,@3.00,,GTC,06/25/2020 12:35:21 EDT,
AudioCodes,AUDC,Buy,Cancelled,0,4,@30.16,,GTC,06/25/2020 12:13:56 EDT,
AudioCodes,AUDC,Sell,Cancelled,0,4,29.00,,GTC,06/25/2020 12:13:56 EDT,
Remark Holdings,MARK,Sell,Cancelled,0,45,2.00,,GTC,06/25/2020 11:07:26 EDT,
Remark Holdings,MARK,Sell,Cancelled,0,45,@3.00,,GTC,06/25/2020 11:07:26 EDT,
Remark Holdings,MARK,Buy,Filled,45,45,@2.23,2.23,DAY,06/25/2020 11:01:54 EDT,06/25/2020 11:01:55 EDT
Limelight,LLNW,Buy,Cancelled,0,15,@6.80,,DAY,06/25/2020 10:43:00 EDT,
Vivint Smart Home Inc,VVNT,Sell,Filled,12,12,@17.90,17.90,DAY,06/25/2020 10:31:27 EDT,06/25/2020 10:31:28 EDT
Beyond Meat,BYND,Buy,Cancelled,0,1,@143.00,,DAY,06/25/2020 10:09:31 EDT,
Blue Apron Hldg,APRN,Sell,Filled,15,15,@10.65,10.65,DAY,06/25/2020 10:07:32 EDT,06/25/2020 10:11:42 EDT
Occidental,OXY,Buy,Filled,10,10,@18.60,18.60,DAY,06/25/2020 10:06:00 EDT,06/25/2020 10:06:02 EDT
Workhorse Group,WKHS,Sell,Filled,20,20,8.53,8.53,DAY,06/25/2020 09:42:33 EDT,06/25/2020 09:42:34 EDT
Blue Apron Hldg,APRN,Sell,Filled,15,15,@11.18,11.18,DAY,06/25/2020 09:39:40 EDT,06/25/2020 09:39:43 EDT
Cloudera,CLDR,Buy,Filled,20,20,@12.35,12.35,DAY,06/25/2020 09:37:55 EDT,06/25/2020 09:43:04 EDT
Occidental,OXY,Buy,Filled,9,9,@17.81,17.81,DAY,06/25/2020 06:17:04 EDT,06/25/2020 06:21:46 EDT
Blue Apron Hldg,APRN,Sell,Filled,10,10,@11.20,11.20,DAY,06/24/2020 15:59:06 EDT,06/24/2020 15:59:09 EDT
Blue Apron Hldg,APRN,Buy,Filled,12,12,@11.30,11.30,DAY,06/24/2020 15:49:05 EDT,06/24/2020 15:49:42 EDT
Workhorse Group,WKHS,Sell,Filled,10,10,9.83,9.83,DAY,06/24/2020 14:14:33 EDT,06/24/2020 14:14:34 EDT
Electrameccanica Vehicles Corp,SOLO,Buy,Filled,150,150,@1.91,1.91,DAY,06/24/2020 13:19:33 EDT,06/24/2020 13:19:34 EDT
Blue Apron Hldg,APRN,Buy,Filled,15,15,@10.51,10.51,DAY,06/24/2020 13:11:33 EDT,06/24/2020 13:12:20 EDT
Cloudera,CLDR,Buy,Filled,10,10,@12.08,12.08,DAY,06/24/2020 13:07:54 EDT,06/24/2020 13:07:54 EDT
NIO Inc.,NIO,Buy,Filled,10,10,@7.03,7.03,DAY,06/24/2020 12:46:31 EDT,06/24/2020 12:46:32 EDT
Lululemon,LULU,Buy,Filled,1,1,294.29,294.29,DAY,06/24/2020 12:44:33 EDT,06/24/2020 12:44:34 EDT
Overstock com,OSTK,Buy,Filled,15,15,25.94,25.94,DAY,06/24/2020 12:19:42 EDT,06/24/2020 12:19:42 EDT
NIO Inc.,NIO,Buy,Filled,20,20,6.69,6.69,DAY,06/24/2020 12:00:39 EDT,06/24/2020 12:01:07 EDT
Vivint Smart Home Inc,VVNT,Sell,Filled,10,10,@17.00,17.00,DAY,06/24/2020 11:44:57 EDT,06/24/2020 11:45:05 EDT
Upwork,UPWK,Sell,Filled,40,40,12.87,12.87,DAY,06/24/2020 11:40:37 EDT,06/24/2020 11:40:38 EDT
Workhorse Group,WKHS,Sell,Filled,10,10,8.50,8.50,DAY,06/24/2020 11:16:27 EDT,06/24/2020 11:16:28 EDT
MILESTONE SCIENT,MLSS,Buy,Filled,50,50,@2.45,2.45,DAY,06/24/2020 10:58:17 EDT,06/24/2020 10:59:17 EDT
Yandex,YNDX,Buy,Cancelled,0,3,@48.80,,DAY,06/24/2020 10:44:59 EDT,
Upwork,UPWK,Sell,Cancelled,0,40,@13.45,,DAY,06/24/2020 10:36:57 EDT,
Corelogic,CLGX,Sell,Cancelled,0,3,51.50,,GTC,06/24/2020 10:33:20 EDT,
Corelogic,CLGX,Sell,Cancelled,0,3,@66.00,,GTC,06/24/2020 10:33:20 EDT,
Corelogic,CLGX,Buy,Filled,3,3,53.05,53.05,DAY,06/24/2020 10:30:22 EDT,06/24/2020 10:30:23 EDT
Electrameccanica Vehicles Corp,SOLO,Buy,Filled,100,100,@2.02,2.02,DAY,06/24/2020 08:28:04 EDT,06/24/2020 08:28:53 EDT
Shake Shack,SHAK,Sell,Cancelled,0,10,@58.00,,GTC,06/23/2020 15:18:27 EDT,
Overstock com,OSTK,Buy,Cancelled,0,15,28.50,,GTC,06/23/2020 14:35:37 EDT,
Overstock com,OSTK,Buy,Cancelled,0,15,@20.00,,GTC,06/23/2020 14:35:37 EDT,
Overstock com,OSTK,Sell,Filled,15,15,@26.34,26.34,DAY,06/23/2020 14:34:47 EDT,06/23/2020 14:34:54 EDT
Virgin Galactic Holdings Inc,SPCE,Sell,Filled,35,35,@16.52,16.52,DAY,06/23/2020 14:15:01 EDT,06/23/2020 14:15:02 EDT
Virgin Galactic Holdings Inc,SPCE,Sell,Filled,15,15,@16.64,16.64,DAY,06/23/2020 14:03:23 EDT,06/23/2020 14:03:44 EDT
Maxar Technologies Ltd,MAXR,Buy,Filled,28,28,@16.24,16.24,DAY,06/23/2020 13:18:52 EDT,06/23/2020 13:19:55 EDT
Vivint Smart Home Inc,VVNT,Buy,Filled,10,10,@15.80,15.80,DAY,06/23/2020 12:21:54 EDT,06/23/2020 12:22:00 EDT
Lululemon,LULU,Sell,Filled,1,1,305.04,305.04,DAY,06/23/2020 11:38:26 EDT,06/23/2020 11:38:27 EDT
Fastly,FSLY,Sell,Filled,3,3,80.39,80.39,DAY,06/23/2020 11:37:23 EDT,06/23/2020 11:37:24 EDT
Vivint Smart Home Inc,VVNT,Sell,Filled,20,20,@17.15,17.15,DAY,06/23/2020 10:54:52 EDT,06/23/2020 10:54:53 EDT
TILRAY  INC.,TLRY,Buy,Filled,10,10,@8.78,8.78,DAY,06/23/2020 10:16:14 EDT,06/23/2020 10:22:48 EDT
Slack Technologies,WORK,Sell,Filled,20,20,@33.85,33.85,DAY,06/23/2020 10:04:31 EDT,06/23/2020 10:18:09 EDT
Fastly,FSLY,Sell,Cancelled,0,3,74.00,,DAY,06/23/2020 10:01:03 EDT,
Fastly,FSLY,Sell,Cancelled,0,3,@85.00,,DAY,06/23/2020 10:01:03 EDT,
Workhorse Group,WKHS,Buy,Filled,25,25,7.27,7.27,DAY,06/23/2020 09:35:45 EDT,06/23/2020 09:36:22 EDT
Limelight,LLNW,Buy,Filled,45,45,5.86,5.86,DAY,06/23/2020 09:32:37 EDT,06/23/2020 09:32:58 EDT
Luckin Coffee,LKNCY,Sell,Filled,55,55,@3.25,3.25,DAY,06/23/2020 08:04:33 EDT,06/23/2020 08:04:34 EDT
Fastly,FSLY,Sell,Cancelled,0,3,71.00,,GTC,06/22/2020 15:20:26 EDT,
Fastly,FSLY,Sell,Cancelled,0,3,@85.00,,GTC,06/22/2020 15:20:26 EDT,
Beasley Broadcst,BBGI,Buy,Filled,50,50,@3.08,3.08,DAY,06/22/2020 15:15:44 EDT,06/22/2020 15:21:00 EDT
Blue Apron Hldg,APRN,Buy,Filled,30,30,@9.70,9.70,DAY,06/22/2020 14:40:22 EDT,06/22/2020 14:40:41 EDT
Virgin Galactic Holdings Inc,SPCE,Buy,Filled,10,10,@17.10,17.10,DAY,06/22/2020 14:38:20 EDT,06/22/2020 14:38:21 EDT
Electrameccanica Vehicles Corp,SOLO,Buy,Filled,100,100,@1.74,1.74,DAY,06/22/2020 12:51:50 EDT,06/22/2020 12:51:51 EDT
Upwork,UPWK,Buy,Cancelled,0,10,@12.80,,DAY,06/22/2020 11:35:43 EDT,
Workhorse Group,WKHS,Buy,Filled,25,25,@5.65,5.65,DAY,06/22/2020 11:26:25 EDT,06/22/2020 11:34:40 EDT
Sorrento Thera,SRNE,Sell,Filled,25,25,@4.80,4.80,DAY,06/22/2020 11:01:15 EDT,06/22/2020 11:01:36 EDT
Remark Holdings,MARK,Buy,Cancelled,0,100,@2.20,,DAY,06/22/2020 10:49:09 EDT,
Fastly,FSLY,Buy,Filled,3,3,69.89,69.89,DAY,06/22/2020 10:44:50 EDT,06/22/2020 10:44:51 EDT
Workhorse Group,WKHS,Buy,Filled,40,40,@5.29,5.29,DAY,06/22/2020 10:00:56 EDT,06/22/2020 10:00:56 EDT
Beyond Meat,BYND,Buy,Filled,2,2,@163.70,163.70,DAY,06/22/2020 09:53:56 EDT,06/22/2020 10:01:03 EDT
Vivint Smart Home Inc,VVNT,Buy,Filled,15,15,@17.54,17.54,DAY,06/19/2020 15:43:41 EDT,06/19/2020 15:43:41 EDT
Occidental,OXY,Sell,Filled,20,20,@19.77,19.77,DAY,06/19/2020 14:10:22 EDT,06/19/2020 14:10:45 EDT
Inseego,INSG,Sell,Filled,45,45,@10.98,10.98,DAY,06/19/2020 12:29:19 EDT,06/19/2020 12:29:20 EDT
