,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,FANG,2021/03/19,$7.29M,22.5,71.24,2021/03/03 04:29,20210302,Call,7290.0,15
1,NEM,2021/06/18,$1.81M,60.0,57.06,2021/03/03 04:25,20210302,Call,1810.0,106
2,NEM,2021/06/18,$336.00K,75.0,57.06,2021/03/03 04:25,20210302,Call,336.0,106
3,FANG,2021/03/19,$5.28M,40.0,71.12,2021/03/03 04:20,20210302,Call,5280.0,15
4,FANG,2021/03/19,$4.25M,50.0,71.12,2021/03/03 04:20,20210302,Call,4250.0,15
5,OXY,2021/03/19,$190.00K,30.0,28.08,2021/03/03 04:18,20210302,Call,190.0,15
6,JBLU,2021/03/19,$122.81K,19.0,18.44,2021/03/03 04:18,20210302,Call,122.81,15
7,MOS,2021/03/19,$4.56M,20.0,31.43,2021/03/03 04:15,20210302,Call,4560.0,15
8,MOS,2021/03/19,$1.88M,19.0,31.43,2021/03/03 04:15,20210302,Call,1880.0,15
9,MOS,2021/03/19,$2.97M,15.0,31.43,2021/03/03 04:15,20210302,Call,2970.0,15
10,BIDU,2021/04/16,$9.29M,300.0,300.16,2021/03/03 04:15,20210302,Call,9290.0,43
11,NCLH,2021/09/17,$3.00M,40.0,31.41,2021/03/03 04:11,20210302,Call,3000.0,197
12,NCLH,2021/05/21,$2.06M,35.0,31.41,2021/03/03 04:11,20210302,Call,2060.0,78
13,RKT,2021/03/19,$659.23K,30.0,40.88,2021/03/03 04:11,20210302,Put,659.23,15
14,RKT,2021/03/19,$2.62M,30.0,40.88,2021/03/03 04:11,20210302,Call,2620.0,15
15,ZNGA,2021/04/16,$21.16K,15.0,11.45,2021/03/03 04:07,20210302,Call,21.16,43
16,GPRE,2021/03/19,$534.14K,29.0,27.73,2021/03/03 04:07,20210302,Call,534.14,15
17,MU,2021/06/18,$159.90K,60.0,92.49,2021/03/03 04:07,20210302,Put,159.9,106
18,MNSO,2021/03/19,$52.00K,22.5,28.4,2021/03/03 04:04,20210302,Put,52.0,15
19,CLF,2021/04/16,$24.75K,22.0,14.77,2021/03/03 04:03,20210302,Call,24.75,43
20,SWBI,2021/03/19,$127.38K,15.0,17.51,2021/03/03 04:02,20210302,Put,127.38,15
21,RKT,2022/06/17,$1.57M,32.0,40.23,2021/03/03 04:01,20210302,Put,1570.0,470
22,RKT,2021/03/19,$2.43M,30.0,40.25,2021/03/03 04:01,20210302,Call,2430.0,15
23,RKT,2021/03/19,$584.00K,30.0,40.23,2021/03/03 04:01,20210302,Put,584.0,15
24,CLF,2021/04/16,$28.43K,22.0,14.78,2021/03/03 04:01,20210302,Call,28.43,43
25,GPS,2021/03/05,$146.00K,24.0,25.84,2021/03/03 03:59,20210302,Put,146.0,1
26,GPS,2021/03/05,$22.00K,20.0,25.84,2021/03/03 03:59,20210302,Put,22.0,1
27,HLT,2022/01/21,$3.36M,140.0,123.98,2021/03/03 03:59,20210302,Call,3360.0,323
28,TGT,2021/03/05,$100.50K,167.5,174.31,2021/03/03 03:59,20210302,Put,100.5,1
29,TGT,2021/03/05,$253.50K,177.5,174.31,2021/03/03 03:59,20210302,Call,253.5,1
30,TGT,2021/03/05,$85.50K,185.0,174.31,2021/03/03 03:59,20210302,Call,85.5,1
31,VALE,2021/04/16,$88.50K,19.0,18.07,2021/03/03 03:56,20210302,Call,88.5,43
32,SJM,2021/04/16,$183.80K,105.0,113.83,2021/03/03 03:55,20210302,Put,183.8,43
33,SJM,2021/03/19,$62.49K,105.0,113.83,2021/03/03 03:55,20210302,Put,62.49,15
34,GPS,2021/03/05,$138.00K,24.0,25.89,2021/03/03 03:54,20210302,Put,138.0,1
35,GPS,2021/03/05,$14.00K,20.5,25.89,2021/03/03 03:54,20210302,Put,14.0,1
36,PLTR,2021/04/16,$930.00K,25.0,24.84,2021/03/03 03:43,20210302,Put,930.0,43
37,PLTR,2021/04/16,$885.00K,25.0,24.84,2021/03/03 03:43,20210302,Call,885.0,43
38,GPS,2021/03/05,$510.00K,24.0,25.79,2021/03/03 03:42,20210302,Put,510.0,1
39,GPS,2021/03/05,$82.50K,20.0,25.79,2021/03/03 03:42,20210302,Put,82.5,1
40,FTCH,2021/07/16,$905.40K,40.0,58.56,2021/03/03 03:42,20210302,Put,905.4,134
41,KO,2021/04/09,$64.75K,53.0,50.53,2021/03/03 03:41,20210302,Call,64.75,36
42,VALE,2021/04/16,$109.86K,19.0,17.95,2021/03/03 03:40,20210302,Call,109.86,43
43,VALE,2021/04/16,$110.00K,19.0,17.95,2021/03/03 03:40,20210302,Call,110.0,43
44,GT,2021/03/19,$403.50K,16.0,18.34,2021/03/03 03:40,20210302,Call,403.5,15
45,VTRS,2022/01/21,$286.00K,12.5,14.21,2021/03/03 03:40,20210302,Put,286.0,323
46,OPEN,2021/04/16,$1.01M,31.0,31.65,2021/03/03 03:38,20210302,Call,1010.0,43
47,LUV,2021/03/19,$200.00K,55.0,58.07,2021/03/03 03:38,20210302,Put,200.0,15
48,PBR,2022/01/21,$68.91K,17.0,7.74,2021/03/03 03:35,20210302,Call,68.91,323
49,DISCA,2022/01/21,$1.46M,50.0,58.73,2021/03/03 03:34,20210302,Put,1460.0,323
50,CCIV,2021/04/16,$225.00K,50.0,28.05,2021/03/03 03:33,20210302,Call,225.0,43
51,CCIV,2021/04/16,$72.00K,80.0,28.05,2021/03/03 03:33,20210302,Call,72.0,43
52,GOEV,2021/03/19,$502.43K,15.0,13.96,2021/03/03 03:33,20210302,Call,502.43,15
53,PBR,2021/03/19,$35.00K,9.0,7.7,2021/03/03 03:32,20210302,Call,35.0,15
54,PBR,2021/03/19,$490.00K,9.0,7.7,2021/03/03 03:32,20210302,Put,490.0,15
55,KO,2022/01/21,$363.00K,40.0,50.46,2021/03/03 03:32,20210302,Put,363.0,323
56,CLF,2022/01/21,$464.00K,12.0,14.64,2021/03/03 03:32,20210302,Put,464.0,323
57,DNN,2021/04/16,$30.00K,2.5,1.19,2021/03/03 03:31,20210302,Call,30.0,43
58,ELY,2021/03/19,$179.04K,26.0,28.14,2021/03/03 03:29,20210302,Put,179.04,15
59,PTON,2021/04/16,$862.50K,100.0,119.92,2021/03/03 03:28,20210302,Put,862.5,43
60,VALE,2021/04/16,$121.50K,18.0,17.89,2021/03/03 03:25,20210302,Call,121.5,43
61,KO,2021/04/16,$155.50K,52.5,50.46,2021/03/03 03:24,20210302,Call,155.5,43
62,ELY,2021/03/19,$144.00K,26.0,28.23,2021/03/03 03:23,20210302,Put,144.0,15
63,UWMC,2021/03/19,$50.10K,12.5,8.97,2021/03/03 03:22,20210302,Call,50.1,15
64,TWTR,2021/03/19,$199.50K,80.0,74.58,2021/03/03 03:21,20210302,Call,199.5,15
65,TWTR,2021/03/19,$1.04M,80.0,74.58,2021/03/03 03:21,20210302,Put,1040.0,15
66,IQ,2021/06/18,$517.50K,30.0,25.59,2021/03/03 03:17,20210302,Call,517.5,106
67,VALE,2021/04/16,$283.50K,18.0,17.85,2021/03/03 03:16,20210302,Call,283.5,43
68,CLOV,2021/05/21,$204.00K,15.0,9.1,2021/03/03 03:14,20210302,Call,204.0,78
69,CLOV,2021/03/19,$20.00K,20.0,9.1,2021/03/03 03:14,20210302,Call,20.0,15
70,XPEV,2021/03/05,$210.10K,32.0,31.51,2021/03/03 03:13,20210302,Put,210.1,1
71,MU,2021/03/19,$317.52K,100.0,92.07,2021/03/03 03:13,20210302,Call,317.52,15
72,RKT,2021/03/19,$1.16M,30.0,0.0,2021/03/03 03:10,20210302,Put,1160.0,15
73,RKT,2021/03/19,$3.99M,30.0,0.0,2021/03/03 03:10,20210302,Call,3990.0,15
74,RKT,2021/03/05,$50.52K,24.5,38.92,2021/03/03 03:10,20210302,Put,50.52,1
75,SLB,2021/08/20,$224.00K,37.5,28.51,2021/03/03 03:05,20210302,Call,224.0,169
76,NOK,2022/01/21,$292.00K,5.0,4.05,2021/03/03 03:04,20210302,Put,292.0,323
77,CHGG,2023/01/20,$4.00M,100.0,98.99,2021/03/03 03:04,20210302,Call,4000.0,687
78,WDC,2021/03/19,$206.09K,77.5,70.84,2021/03/03 03:03,20210302,Call,206.09,15
79,VALE,2021/04/16,$114.82K,19.0,17.99,2021/03/03 03:00,20210302,Call,114.82,43
80,PLTR,2022/01/21,$900.00K,60.0,25.13,2021/03/03 02:59,20210302,Call,900.0,323
81,VALE,2021/04/16,$92.90K,19.0,17.99,2021/03/03 02:59,20210302,Call,92.9,43
82,VALE,2021/04/16,$110.20K,19.0,17.99,2021/03/03 02:59,20210302,Call,110.2,43
83,KBH,2021/04/16,$300.00K,46.0,41.18,2021/03/03 02:56,20210302,Call,300.0,43
84,VTRS,2023/01/20,$360.00K,12.5,14.31,2021/03/03 02:55,20210302,Put,360.0,687
85,DNN,2021/10/15,$80.00K,1.0,1.2,2021/03/03 02:54,20210302,Put,80.0,225
86,CNK,2021/03/19,$285.00K,25.0,23.8,2021/03/03 02:54,20210302,Call,285.0,15
87,WISH,2021/03/19,$573.75K,17.5,18.65,2021/03/03 02:51,20210302,Call,573.75,15
88,INSG,2023/01/20,$1.05M,35.0,10.77,2021/03/03 02:49,20210302,Call,1050.0,687
89,SPCE,2021/04/01,$304.00K,30.0,35.32,2021/03/03 02:48,20210302,Put,304.0,28
90,SPCE,2021/04/01,$142.50K,51.0,35.32,2021/03/03 02:48,20210302,Call,142.5,28
91,LBTYK,2022/01/21,$280.00K,30.0,24.84,2021/03/03 02:48,20210302,Call,280.0,323
92,CCJ,2021/03/19,$473.75K,20.0,17.34,2021/03/03 02:48,20210302,Call,473.75,15
