,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,NOK,2021/02/05,$15.98K,6.0,4.52,2021/02/03 04:28,20210202,Call,15.98,2
1,MAC,2021/03/19,$187.50K,10.0,12.2,2021/02/03 04:27,20210202,Put,187.5,44
2,X,2021/02/05,$354.00K,20.0,17.73,2021/02/03 04:26,20210202,Put,354.0,2
3,GOOG,2021/02/05,$3.66M,1875.0,1931.75,2021/02/03 04:25,20210202,Put,3660.0,2
4,GOOG,2021/02/05,$3.67M,1875.0,1931.75,2021/02/03 04:25,20210202,Put,3670.0,2
5,GOOG,2021/02/05,$3.81M,1877.5,1931.75,2021/02/03 04:25,20210202,Put,3810.0,2
6,APHA,2022/01/21,$1.35M,25.0,14.4,2021/02/03 04:25,20210202,Call,1350.0,352
7,BABA,2022/01/21,$8.59M,260.0,255.13,2021/02/03 04:24,20210202,Call,8590.0,352
8,BABA,2022/01/21,$9.19M,260.0,255.13,2021/02/03 04:24,20210202,Put,9190.0,352
9,CCJ,2021/03/19,$1.05M,14.0,13.67,2021/02/03 04:22,20210202,Call,1050.0,44
10,GM,2022/01/21,$1.77M,50.0,52.88,2021/02/03 04:21,20210202,Put,1770.0,352
11,TME,2021/03/19,$315.20K,24.0,27.77,2021/02/03 04:17,20210202,Put,315.2,44
12,TEVA,2021/02/19,$197.50K,12.0,12.32,2021/02/03 04:13,20210202,Call,197.5,16
13,ANGI,2021/05/21,$197.01K,10.0,15.15,2021/02/03 04:12,20210202,Put,197.01,107
14,ANGI,2021/02/19,$298.50K,15.0,15.15,2021/02/03 04:12,20210202,Put,298.5,16
15,ATVI,2022/01/21,$1.73M,85.0,93.94,2021/02/03 04:11,20210202,Put,1730.0,352
16,ET,2021/03/19,$13.50K,8.0,6.52,2021/02/03 04:10,20210202,Call,13.5,44
17,VALE,2022/01/21,$155.14K,35.0,16.5,2021/02/03 04:09,20210202,Call,155.14,352
18,MARA,2021/02/05,$114.23K,20.0,22.92,2021/02/03 04:02,20210202,Put,114.23,2
19,AMC,2021/03/19,$176.90K,25.0,7.81,2021/02/03 03:59,20210202,Call,176.9,44
20,AMC,2021/03/19,$226.04K,5.0,7.81,2021/02/03 03:59,20210202,Put,226.04,44
21,AMC,2021/02/19,$331.72K,13.0,7.79,2021/02/03 03:58,20210202,Call,331.72,16
22,CTSH,2021/02/19,$157.50K,85.0,80.69,2021/02/03 03:52,20210202,Call,157.5,16
23,RIG,2021/02/19,$139.93K,4.0,3.15,2021/02/03 03:52,20210202,Call,139.93,16
24,DIS,2021/03/19,$568.00K,200.0,177.96,2021/02/03 03:44,20210202,Call,568.0,44
25,RIG,2021/02/19,$140.07K,4.0,3.22,2021/02/03 03:43,20210202,Call,140.07,16
26,GOOG,2021/02/05,$8.04M,1875.0,1938.07,2021/02/03 03:41,20210202,Put,8039.999999999999,2
27,GOOG,2021/02/05,$8.63M,1877.5,1938.07,2021/02/03 03:41,20210202,Put,8630.0,2
28,PLTR,2021/03/19,$1.71M,40.0,31.55,2021/02/03 03:39,20210202,Put,1710.0,44
29,PLTR,2021/03/19,$435.00K,40.0,31.55,2021/02/03 03:39,20210202,Call,435.0,44
30,ET,2021/03/19,$15.97K,8.0,6.51,2021/02/03 03:39,20210202,Call,15.97,44
31,GE,2021/02/12,$19.31K,12.0,11.24,2021/02/03 03:38,20210202,Call,19.31,9
32,LVS,2021/03/19,$250.00K,60.0,51.96,2021/02/03 03:35,20210202,Call,250.0,44
33,LVS,2021/03/19,$1.10M,50.0,51.96,2021/02/03 03:35,20210202,Call,1100.0,44
34,CCL,2021/06/18,$592.50K,20.0,19.49,2021/02/03 03:34,20210202,Put,592.5,135
35,XSPA,2021/07/16,$524.51K,3.0,2.17,2021/02/03 03:34,20210202,Call,524.51,163
36,LB,2021/03/19,$312.50K,55.0,44.01,2021/02/03 03:32,20210202,Call,312.5,44
37,LB,2021/03/19,$997.50K,45.0,44.01,2021/02/03 03:32,20210202,Call,997.5,44
38,MRVL,2021/03/19,$1.80M,55.0,52.65,2021/02/03 03:32,20210202,Call,1800.0,44
39,MRVL,2021/03/19,$3.19M,55.0,52.65,2021/02/03 03:32,20210202,Put,3190.0,44
40,VIAC,2021/06/18,$940.23K,44.0,50.55,2021/02/03 03:31,20210202,Put,940.23,135
41,GME,2021/02/05,$10.91K,8.0,98.4,2021/02/03 03:30,20210202,Put,10.91,2
