No.链接,Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume
https://finviz.com/quote.ashx?t=IMGN&ty=c&p=d&b=1,IMGN,-2.64%,8.53%,41.11%,67.35%,50.46%,14.42%,7.29%,5.40%,2.1,2.49M,1.01,7.38,-3.53%,"2,524,527"
https://finviz.com/quote.ashx?t=INFN&ty=c&p=d&b=1,INFN,-0.10%,-11.83%,49.23%,24.74%,21.25%,-7.16%,4.83%,5.17%,2.7,2.90M,0.47,9.73,0.83%,"1,370,579"
https://finviz.com/quote.ashx?t=INO&ty=c&p=d&b=1,INO,-3.95%,-12.88%,-14.29%,-63.38%,134.38%,1.69%,7.94%,6.78%,2.9,10.98M,1.22,9,-1.10%,"13,416,452"
https://finviz.com/quote.ashx?t=INSG&ty=c&p=d&b=1,INSG,32.90%,34.19%,95.85%,74.01%,118.64%,25.08%,10.99%,8.10%,1.9,3.80M,0.87,19.35,3.37%,"3,305,652"
https://finviz.com/quote.ashx?t=IQ&ty=c&p=d&b=1,IQ,3.88%,21.22%,-10.11%,-2.64%,-13.83%,17.96%,4.40%,3.96%,2.6,10.81M,0.8,20.62,-1.15%,"8,657,244"
https://finviz.com/quote.ashx?t=IRBT&ty=c&p=d&b=1,IRBT,12.28%,19.23%,18.52%,33.59%,79.04%,23.23%,6.08%,4.66%,2.9,690.10K,0.98,98.94,2.48%,"679,018"
https://finviz.com/quote.ashx?t=IRM&ty=c&p=d&b=1,IRM,-0.13%,3.43%,10.12%,9.60%,-5.52%,2.27%,2.49%,2.31%,2.6,3.44M,0.72,30.15,-0.40%,"2,484,407"
https://finviz.com/quote.ashx?t=IVC&ty=c&p=d&b=1,IVC,-4.24%,19.06%,33.65%,38.11%,16.69%,10.95%,6.17%,5.73%,2,219.74K,0.64,9.93,1.33%,"139,969"
https://finviz.com/quote.ashx?t=IVR&ty=c&p=d&b=1,IVR,5.95%,10.56%,30.40%,3.79%,-76.19%,5.33%,4.63%,3.96%,4,7.49M,0.89,3.56,0.00%,"6,634,273"
https://finviz.com/quote.ashx?t=JWN&ty=c&p=d&b=1,JWN,-1.71%,24.86%,200.16%,141.72%,-5.01%,19.74%,4.80%,5.38%,3.2,9.26M,0.28,37.37,3.12%,"2,574,963"
https://finviz.com/quote.ashx?t=KALA&ty=c&p=d&b=1,KALA,-1.07%,-0.27%,-2.24%,-27.55%,2.77%,9.59%,2.52%,4.48%,1.7,1.85M,0.82,7.43,-0.40%,"1,516,192"
https://finviz.com/quote.ashx?t=KDMN&ty=c&p=d&b=1,KDMN,1.90%,7.83%,40.94%,25.19%,7.59%,16.14%,5.31%,5.80%,1.7,2.55M,1.95,4.82,-0.52%,"4,958,982"
https://finviz.com/quote.ashx?t=KIDS&ty=c&p=d&b=1,KIDS,6.79%,-4.09%,-6.94%,5.15%,-8.43%,6.33%,6.39%,5.91%,1.9,200.67K,0.6,43.86,2.93%,"119,612"
https://finviz.com/quote.ashx?t=KNDI&ty=c&p=d&b=1,KNDI,-2.50%,3.81%,13.61%,91.12%,86.76%,18.55%,6.73%,8.21%,-,13.36M,0.27,8.18,-1.56%,"3,596,769"
https://finviz.com/quote.ashx?t=KODK&ty=c&p=d&b=1,KODK,13.57%,0.32%,8.74%,342.06%,155.68%,16.22%,9.37%,6.85%,-,8.48M,1.12,9.46,2.94%,"9,482,230"
https://finviz.com/quote.ashx?t=KPTI&ty=c&p=d&b=1,KPTI,-1.50%,-7.76%,-0.85%,-18.96%,-12.98%,-2.52%,3.35%,5.20%,1.7,2.14M,0.81,15.09,0.20%,"1,721,721"
https://finviz.com/quote.ashx?t=LGND&ty=c&p=d&b=1,LGND,16.63%,43.42%,77.06%,16.86%,58.57%,43.41%,5.34%,5.06%,2.2,348.00K,1.36,142.62,5.73%,"473,524"
https://finviz.com/quote.ashx?t=LMND&ty=c&p=d&b=1,LMND,-3.16%,40.73%,164.73%,86.82%,-,25.30%,7.74%,11.15%,3,3.45M,0.84,153.49,3.58%,"2,884,736"
https://finviz.com/quote.ashx?t=LOVE&ty=c&p=d&b=1,LOVE,10.89%,32.89%,74.59%,91.09%,311.12%,30.42%,7.49%,7.56%,1.4,364.04K,0.81,56.2,3.88%,"296,372"
https://finviz.com/quote.ashx?t=LPSN&ty=c&p=d&b=1,LPSN,0.12%,1.66%,11.52%,67.64%,53.95%,6.06%,3.93%,4.22%,2.1,869.66K,0.62,66,3.04%,"537,711"
https://finviz.com/quote.ashx?t=LTHM&ty=c&p=d&b=1,LTHM,-0.97%,20.00%,95.81%,205.11%,132.97%,14.01%,8.35%,7.07%,2.9,4.13M,0.68,21.48,-0.46%,"2,822,448"
https://finviz.com/quote.ashx?t=LXRX&ty=c&p=d&b=1,LXRX,5.71%,139.72%,512.23%,367.58%,147.02%,148.83%,13.40%,15.02%,2.3,11.22M,0.33,8.51,0.35%,"3,733,231"
https://finviz.com/quote.ashx?t=M&ty=c&p=d&b=1,M,-7.07%,23.14%,97.55%,93.10%,-24.55%,14.49%,5.94%,6.75%,3.5,28.70M,0.66,12.88,4.55%,"19,072,601"
https://finviz.com/quote.ashx?t=MAC&ty=c&p=d&b=1,MAC,0.35%,35.20%,98.74%,74.42%,-41.46%,33.55%,8.55%,6.36%,3.4,5.82M,1.2,14.25,6.98%,"6,955,062"
https://finviz.com/quote.ashx?t=MARA&ty=c&p=d&b=1,MARA,-25.12%,59.13%,544.37%,1804.27%,1844.74%,75.29%,14.11%,19.15%,-,35.89M,1.14,18.3,4.21%,"40,946,062"
https://finviz.com/quote.ashx?t=MAXN&ty=c&p=d&b=1,MAXN,18.25%,50.92%,170.81%,-,-,68.10%,11.56%,11.46%,3,703.57K,1.07,47.69,-0.65%,"753,346"
https://finviz.com/quote.ashx?t=MCS&ty=c&p=d&b=1,MCS,5.25%,35.48%,119.95%,11.00%,-45.87%,23.52%,5.03%,5.87%,1.7,861.27K,0.82,16.65,3.74%,"702,430"
https://finviz.com/quote.ashx?t=MDGL&ty=c&p=d&b=1,MDGL,2.59%,-1.17%,-7.98%,7.87%,43.18%,5.20%,5.53%,4.87%,2.1,144.55K,1.95,116.95,6.95%,"281,643"
https://finviz.com/quote.ashx?t=MGPI&ty=c&p=d&b=1,MGPI,2.04%,14.58%,28.96%,38.94%,42.21%,12.90%,3.71%,3.68%,2,84.27K,0.87,53.13,2.15%,"73,678"
https://finviz.com/quote.ashx?t=MGY&ty=c&p=d&b=1,MGY,1.67%,23.95%,82.57%,32.99%,-20.71%,29.04%,5.10%,4.89%,2.4,1.94M,0.56,9.11,2.13%,"1,082,075"
https://finviz.com/quote.ashx?t=MIDD&ty=c&p=d&b=1,MIDD,0.17%,4.21%,32.77%,58.26%,21.48%,6.07%,3.02%,3.31%,2.4,781.41K,1.09,136.75,-0.37%,"849,200"
https://finviz.com/quote.ashx?t=MIK&ty=c&p=d&b=1,MIK,-12.14%,30.86%,62.61%,119.29%,140.97%,17.99%,4.83%,5.79%,2.9,5.26M,0.89,15.35,-0.13%,"4,659,217"
https://finviz.com/quote.ashx?t=MP&ty=c&p=d&b=1,MP,-1.51%,-8.51%,138.54%,126.32%,-,1.59%,8.15%,8.84%,2,3.53M,0.85,32.68,-3.48%,"3,010,205"
https://finviz.com/quote.ashx?t=MRNS&ty=c&p=d&b=1,MRNS,6.13%,5.22%,-2.24%,87.64%,50.11%,10.74%,5.40%,5.11%,1.5,550.20K,0.5,13.51,2.35%,"272,672"
https://finviz.com/quote.ashx?t=MSGN&ty=c&p=d&b=1,MSGN,12.50%,11.42%,60.23%,46.06%,-4.15%,1.97%,3.94%,4.42%,3.4,526.29K,1.08,15.03,3.23%,"569,392"
https://finviz.com/quote.ashx?t=MSTR&ty=c&p=d&b=1,MSTR,-8.55%,81.68%,218.71%,381.82%,295.93%,48.51%,8.61%,8.54%,5,691.76K,1.63,577.03,10.87%,"1,130,277"
https://finviz.com/quote.ashx?t=MTDR&ty=c&p=d&b=1,MTDR,-9.25%,25.82%,78.90%,61.92%,-6.89%,24.46%,8.23%,6.75%,2.2,3.29M,0.74,15.01,1.08%,"2,427,325"
https://finviz.com/quote.ashx?t=MUX&ty=c&p=d&b=1,MUX,-3.28%,-6.15%,-13.04%,-25.95%,-18.28%,-3.77%,4.98%,4.36%,2,3.27M,1.01,0.95,0.65%,"3,295,987"
https://finviz.com/quote.ashx?t=MWK&ty=c&p=d&b=1,MWK,20.52%,83.50%,194.34%,266.48%,380.96%,51.19%,14.46%,12.03%,1.5,497.34K,1.95,26.02,6.25%,"967,858"
https://finviz.com/quote.ashx?t=NCLH&ty=c&p=d&b=1,NCLH,-6.93%,-0.77%,44.73%,70.65%,-57.76%,-3.30%,4.07%,4.77%,2.5,24.03M,0.47,24.59,-1.60%,"11,260,770"
https://finviz.com/quote.ashx?t=NK&ty=c&p=d&b=1,NK,-3.04%,7.68%,126.68%,26.28%,154.80%,29.41%,7.13%,12.60%,2,2.17M,0.37,17.25,1.44%,"800,599"
https://finviz.com/quote.ashx?t=NKLA&ty=c&p=d&b=1,NKLA,-5.58%,18.21%,-9.53%,-40.72%,94.40%,31.85%,7.03%,8.17%,3,19.85M,0.37,20.12,0.90%,"7,401,046"
https://finviz.com/quote.ashx?t=NLS&ty=c&p=d&b=1,NLS,-1.21%,8.62%,-18.41%,98.87%,489.97%,16.76%,5.97%,7.17%,1.8,2.40M,0.49,21.18,-0.38%,"1,184,392"
https://finviz.com/quote.ashx?t=NNDM&ty=c&p=d&b=1,NNDM,38.77%,71.11%,280.69%,536.73%,432.96%,58.13%,11.17%,11.27%,2,27.55M,1.89,14.39,14.21%,"52,033,979"
https://finviz.com/quote.ashx?t=NOG&ty=c&p=d&b=1,NOG,-11.01%,12.38%,118.35%,34.08%,-39.83%,18.15%,6.15%,7.28%,1.8,1.30M,0.9,10.35,-4.61%,"1,172,972"
https://finviz.com/quote.ashx?t=NTLA&ty=c&p=d&b=1,NTLA,-10.73%,18.54%,216.56%,278.42%,427.00%,36.69%,9.27%,11.12%,2.2,1.49M,1.32,74.36,2.44%,"1,961,357"
https://finviz.com/quote.ashx?t=NVTA&ty=c&p=d&b=1,NVTA,3.31%,10.42%,25.36%,78.04%,198.43%,32.05%,6.74%,7.55%,2.4,3.77M,1.69,55.21,3.91%,"6,369,914"
https://finviz.com/quote.ashx?t=ODT&ty=c&p=d&b=1,ODT,-0.10%,37.27%,23.37%,-46.45%,-30.40%,5.31%,5.30%,7.94%,2.2,456.25K,0.47,20.22,4.01%,"215,189"
https://finviz.com/quote.ashx?t=OLLI&ty=c&p=d&b=1,OLLI,-2.08%,14.81%,3.08%,-8.07%,67.18%,15.56%,3.91%,4.26%,2.6,1.17M,0.62,94.49,1.38%,"728,785"
https://finviz.com/quote.ashx?t=OMER&ty=c&p=d&b=1,OMER,9.34%,32.91%,76.41%,38.91%,43.58%,37.70%,7.23%,4.92%,2.2,865.49K,0.96,19.67,5.64%,"832,306"
https://finviz.com/quote.ashx?t=OPK&ty=c&p=d&b=1,OPK,-2.43%,-3.08%,5.63%,-21.25%,172.22%,11.65%,4.13%,5.69%,1.8,8.08M,0.58,4.41,0.68%,"4,704,041"
https://finviz.com/quote.ashx?t=OSTK&ty=c&p=d&b=1,OSTK,5.99%,9.44%,-0.06%,28.18%,720.17%,41.57%,8.18%,8.70%,2,3.68M,1.18,67.91,6.49%,"4,347,361"
https://finviz.com/quote.ashx?t=OSW&ty=c&p=d&b=1,OSW,6.85%,6.85%,36.05%,69.11%,-41.24%,-7.69%,6.02%,6.56%,1.7,543.78K,0.7,9.36,1.08%,"381,294"
https://finviz.com/quote.ashx?t=OTRK&ty=c&p=d&b=1,OTRK,15.29%,0.24%,28.21%,106.88%,310.10%,16.28%,10.27%,9.01%,1.7,442.37K,0.97,71.85,-5.82%,"428,412"
https://finviz.com/quote.ashx?t=PAR&ty=c&p=d&b=1,PAR,0.74%,9.46%,91.37%,128.75%,117.46%,12.28%,5.01%,4.66%,1.2,266.17K,0.61,70.5,-1.87%,"161,307"
https://finviz.com/quote.ashx?t=PBF&ty=c&p=d&b=1,PBF,-0.36%,25.64%,54.19%,-5.05%,-71.32%,16.62%,7.71%,8.08%,3.5,6.01M,0.59,8.28,-0.12%,"3,519,028"
https://finviz.com/quote.ashx?t=PBYI&ty=c&p=d&b=1,PBYI,1.27%,-4.79%,19.02%,11.85%,26.30%,8.58%,5.37%,5.58%,3.3,535.84K,0.84,11.14,5.09%,"448,567"
https://finviz.com/quote.ashx?t=PCRX&ty=c&p=d&b=1,PCRX,-12.05%,16.24%,25.27%,25.97%,54.44%,13.40%,5.42%,4.77%,2.1,482.36K,1.32,67.86,-2.43%,"638,981"
https://finviz.com/quote.ashx?t=PEN&ty=c&p=d&b=1,PEN,4.72%,31.27%,11.23%,17.79%,42.45%,39.45%,4.16%,4.61%,1.9,798.26K,0.32,244.04,-0.68%,"252,636"
https://finviz.com/quote.ashx?t=PETQ&ty=c&p=d&b=1,PETQ,-8.54%,2.82%,11.40%,-4.50%,12.60%,-10.04%,4.66%,4.41%,1.3,324.13K,0.65,34.59,-0.63%,"209,137"
https://finviz.com/quote.ashx?t=PETS&ty=c&p=d&b=1,PETS,-12.52%,-8.02%,3.00%,-1.97%,24.28%,-3.71%,5.99%,4.26%,2.5,583.52K,1.04,30.87,2.02%,"608,312"
https://finviz.com/quote.ashx?t=PGEN&ty=c&p=d&b=1,PGEN,6.97%,-7.53%,113.19%,106.97%,56.10%,-9.71%,11.26%,9.57%,2.3,1.29M,4.58,9.21,0.77%,"5,890,639"
https://finviz.com/quote.ashx?t=PLAY&ty=c&p=d&b=1,PLAY,1.80%,21.43%,77.55%,161.14%,-26.39%,13.26%,5.32%,6.22%,2.6,2.68M,0.44,34,0.92%,"1,178,684"
https://finviz.com/quote.ashx?t=PLCE&ty=c&p=d&b=1,PLCE,9.54%,34.38%,150.53%,109.46%,1.18%,28.56%,4.79%,5.72%,2.6,727.38K,1,64.41,0.03%,"724,609"
https://finviz.com/quote.ashx?t=PLSE&ty=c&p=d&b=1,PLSE,18.79%,32.42%,118.74%,167.00%,106.65%,23.76%,10.17%,7.64%,2,104.99K,1,29.53,2.61%,"105,483"
https://finviz.com/quote.ashx?t=PLUG&ty=c&p=d&b=1,PLUG,0.50%,106.58%,350.00%,683.94%,1601.53%,97.20%,10.41%,9.68%,1.9,43.15M,0.93,66.87,4.99%,"40,234,519"
https://finviz.com/quote.ashx?t=PRLB&ty=c&p=d&b=1,PRLB,10.24%,17.27%,42.79%,49.63%,77.52%,25.78%,6.50%,7.21%,2.8,362.71K,1.12,192.95,1.49%,"405,983"
https://finviz.com/quote.ashx?t=PRTS&ty=c&p=d&b=1,PRTS,-10.64%,2.83%,-6.16%,3.78%,355.35%,-0.40%,6.55%,7.15%,2,2.67M,0.66,12.34,-4.34%,"1,750,494"
https://finviz.com/quote.ashx?t=PUBM&ty=c&p=d&b=1,PUBM,25.81%,54.00%,-,-,-,34.94%,12.34%,10.09%,1.8,1.07M,0.41,37.73,-0.05%,"432,579"
https://finviz.com/quote.ashx?t=QLYS&ty=c&p=d&b=1,QLYS,6.50%,8.75%,28.23%,13.18%,45.13%,3.62%,4.20%,4.39%,2.8,463.68K,0.67,126.28,3.91%,"309,721"
https://finviz.com/quote.ashx?t=RAD&ty=c&p=d&b=1,RAD,7.27%,2.49%,107.34%,27.04%,57.23%,24.95%,4.29%,5.43%,3.4,4.37M,0.62,19.78,1.49%,"2,693,832"
https://finviz.com/quote.ashx?t=RCKT&ty=c&p=d&b=1,RCKT,-5.77%,-3.69%,100.00%,121.95%,153.87%,0.29%,6.21%,6.54%,1.8,707.28K,0.44,55,4.92%,"313,769"
https://finviz.com/quote.ashx?t=RDHL&ty=c&p=d&b=1,RDHL,3.66%,-15.21%,-18.64%,16.46%,28.84%,-5.45%,4.71%,6.82%,1.6,325.66K,0.68,7.64,-1.55%,"219,870"
https://finviz.com/quote.ashx?t=RESN&ty=c&p=d&b=1,RESN,22.91%,172.73%,175.00%,182.05%,138.27%,149.06%,11.63%,13.94%,1.8,1.71M,1.02,6.6,-0.15%,"1,749,007"
https://finviz.com/quote.ashx?t=REV&ty=c&p=d&b=1,REV,-5.91%,-18.49%,89.22%,42.18%,-54.70%,-14.31%,5.55%,6.51%,-,1.05M,0.25,10.18,0.10%,"260,557"
https://finviz.com/quote.ashx?t=RGS&ty=c&p=d&b=1,RGS,5.61%,-0.32%,38.80%,12.97%,-47.29%,0.44%,6.37%,5.35%,2,635.19K,1.12,9.23,-0.54%,"709,307"
https://finviz.com/quote.ashx?t=RH&ty=c&p=d&b=1,RH,-2.63%,9.29%,38.30%,77.44%,122.28%,12.18%,3.34%,3.78%,2.3,561.78K,0.5,502.02,0.16%,"280,371"
https://finviz.com/quote.ashx?t=RIG&ty=c&p=d&b=1,RIG,-21.49%,18.10%,236.07%,32.37%,-47.71%,18.61%,12.04%,9.86%,3.6,38.68M,0.85,2.74,2.24%,"32,915,331"
https://finviz.com/quote.ashx?t=RIOT&ty=c&p=d&b=1,RIOT,-27.44%,89.95%,426.88%,815.72%,1564.29%,23.43%,12.65%,16.24%,-,25.84M,1.17,20.97,8.37%,"30,321,279"
https://finviz.com/quote.ashx?t=RKT&ty=c&p=d&b=1,RKT,-0.55%,-7.18%,0.20%,-,-,-0.84%,2.39%,2.89%,2.4,10.38M,0.49,20.05,0.40%,"5,036,416"
https://finviz.com/quote.ashx?t=RLAY&ty=c&p=d&b=1,RLAY,40.58%,27.55%,60.74%,69.97%,-,48.05%,15.63%,10.49%,2,484.36K,1.07,61.53,8.54%,"516,178"
https://finviz.com/quote.ashx?t=ROOT&ty=c&p=d&b=1,ROOT,-6.71%,19.38%,-,-,-,24.70%,9.58%,11.31%,2.7,2.57M,0.85,19.59,10.18%,"2,198,728"
https://finviz.com/quote.ashx?t=RPRX&ty=c&p=d&b=1,RPRX,-0.18%,11.24%,31.18%,19.28%,-,2.22%,3.16%,4.36%,2.4,2.65M,0.7,51.16,1.47%,"1,869,929"
https://finviz.com/quote.ashx?t=RRC&ty=c&p=d&b=1,RRC,-12.65%,25.18%,0.46%,32.62%,154.39%,29.85%,9.20%,7.65%,2.8,6.42M,0.76,8.7,0.93%,"4,884,910"
https://finviz.com/quote.ashx?t=RVLV&ty=c&p=d&b=1,RVLV,1.34%,16.21%,82.88%,124.63%,101.73%,16.17%,4.92%,5.56%,2.1,1.50M,0.47,36.21,3.16%,"709,554"
https://finviz.com/quote.ashx?t=RVP&ty=c&p=d&b=1,RVP,8.77%,5.19%,65.76%,29.88%,688.89%,18.99%,7.73%,8.39%,-,1.25M,0.7,12.78,1.59%,"874,038"
https://finviz.com/quote.ashx?t=RXT&ty=c&p=d&b=1,RXT,0.53%,-4.84%,13.47%,-,-,0.10%,4.23%,4.15%,1.9,1.15M,0.59,19.08,-0.21%,"678,880"
https://finviz.com/quote.ashx?t=SABR&ty=c&p=d&b=1,SABR,-3.76%,3.35%,80.75%,55.30%,-47.12%,0.00%,4.71%,5.36%,2.7,9.47M,0.57,12.02,-1.39%,"5,387,642"
https://finviz.com/quote.ashx?t=SAH&ty=c&p=d&b=1,SAH,1.10%,18.43%,13.72%,11.37%,50.97%,21.65%,4.33%,4.73%,2.1,260.00K,1.09,46.92,-2.47%,"282,542"
https://finviz.com/quote.ashx?t=SAVA&ty=c&p=d&b=1,SAVA,22.81%,64.37%,44.44%,289.41%,66.49%,88.71%,14.69%,11.69%,2,3.29M,0.91,12.87,6.54%,"2,986,509"
https://finviz.com/quote.ashx?t=SAVE&ty=c&p=d&b=1,SAVE,1.69%,9.07%,68.62%,64.31%,-35.41%,13.17%,4.18%,4.46%,2.8,7.77M,0.39,27.67,0.73%,"3,053,076"
https://finviz.com/quote.ashx?t=SBE&ty=c&p=d&b=1,SBE,-10.36%,1.59%,144.57%,292.67%,307.61%,-1.15%,5.19%,9.02%,-,5.35M,0.37,39.62,-1.69%,"1,962,710"
https://finviz.com/quote.ashx?t=SBH&ty=c&p=d&b=1,SBH,2.57%,17.46%,52.90%,2.19%,-12.89%,7.29%,4.17%,3.95%,3.1,1.63M,1.19,13.99,-3.38%,"1,943,064"
https://finviz.com/quote.ashx?t=SCVL&ty=c&p=d&b=1,SCVL,-3.59%,11.87%,27.97%,41.71%,8.05%,6.84%,4.05%,5.34%,2,133.53K,0.66,41.86,0.55%,"88,232"
https://finviz.com/quote.ashx?t=SDC&ty=c&p=d&b=1,SDC,-7.76%,-20.03%,-1.51%,30.73%,-19.21%,-7.37%,5.44%,5.75%,2.1,6.12M,0.72,11.06,2.36%,"4,392,734"
https://finviz.com/quote.ashx?t=SDGR&ty=c&p=d&b=1,SDGR,3.07%,15.71%,71.38%,16.74%,-,20.86%,5.10%,5.18%,1.7,994.55K,0.51,95.7,1.15%,"508,737"
https://finviz.com/quote.ashx?t=SE&ty=c&p=d&b=1,SE,2.97%,20.11%,40.45%,117.06%,428.47%,18.81%,3.32%,4.10%,2.1,3.59M,0.57,236.49,1.08%,"2,039,131"
https://finviz.com/quote.ashx?t=SENS&ty=c&p=d&b=1,SENS,92.50%,437.21%,524.32%,419.69%,163.22%,164.97%,45.11%,24.57%,1.9,22.07M,6.5,2.31,-4.55%,"143,488,047"
https://finviz.com/quote.ashx?t=SFIX&ty=c&p=d&b=1,SFIX,28.22%,36.80%,169.15%,310.68%,318.30%,65.05%,10.87%,8.19%,2.5,3.27M,2.16,96.92,18.07%,"7,083,259"
https://finviz.com/quote.ashx?t=SHAK&ty=c&p=d&b=1,SHAK,-3.00%,22.88%,60.52%,111.14%,56.92%,31.17%,5.07%,4.66%,2.8,821.83K,0.8,111.21,1.96%,"656,187"
https://finviz.com/quote.ashx?t=SIG&ty=c&p=d&b=1,SIG,-12.27%,32.23%,51.23%,195.44%,35.99%,33.15%,6.27%,7.47%,3,1.35M,0.71,36.31,2.60%,"949,026"
https://finviz.com/quote.ashx?t=SIRI&ty=c&p=d&b=1,SIRI,2.40%,-5.39%,1.88%,1.36%,-16.62%,-6.28%,2.63%,2.64%,2.1,23.99M,0.8,5.97,-0.33%,"19,279,621"
https://finviz.com/quote.ashx?t=SKT&ty=c&p=d&b=1,SKT,4.30%,27.39%,108.27%,97.49%,-18.55%,34.04%,8.06%,5.68%,3.5,2.68M,2.59,13.35,10.60%,"6,946,019"
https://finviz.com/quote.ashx?t=SNOW&ty=c&p=d&b=1,SNOW,-5.95%,-18.34%,5.57%,-,-,1.52%,3.70%,5.80%,2.6,4.56M,0.45,285.68,-0.22%,"2,046,841"
https://finviz.com/quote.ashx?t=SPCE&ty=c&p=d&b=1,SPCE,3.78%,38.23%,67.71%,36.30%,79.29%,44.46%,7.29%,6.60%,2,14.95M,0.86,34.28,3.04%,"12,822,781"
https://finviz.com/quote.ashx?t=SPKE&ty=c&p=d&b=1,SPKE,-1.18%,17.64%,22.55%,44.36%,14.66%,13.58%,2.76%,3.51%,3,164.84K,0.5,10.87,-1.45%,"82,585"
https://finviz.com/quote.ashx?t=SPWR&ty=c&p=d&b=1,SPWR,34.58%,71.61%,192.87%,612.50%,695.87%,84.13%,13.11%,11.29%,2.9,8.50M,1.9,47.21,7.83%,"16,160,414"
https://finviz.com/quote.ashx?t=SRG&ty=c&p=d&b=1,SRG,-1.91%,5.77%,20.20%,56.29%,-61.23%,4.97%,5.78%,5.83%,-,705.52K,0.63,15.41,1.99%,"444,324"
https://finviz.com/quote.ashx?t=SRNE&ty=c&p=d&b=1,SRNE,20.65%,26.68%,22.80%,23.59%,130.07%,41.25%,11.80%,8.91%,2,15.02M,0.93,9.64,-3.41%,"13,928,444"
https://finviz.com/quote.ashx?t=SSYS&ty=c&p=d&b=1,SSYS,16.42%,80.29%,156.56%,143.61%,76.62%,84.12%,8.63%,9.27%,3.2,1.63M,1.18,38.15,5.85%,"1,919,663"
https://finviz.com/quote.ashx?t=STOK&ty=c&p=d&b=1,STOK,3.06%,10.41%,77.30%,130.00%,166.51%,8.70%,6.29%,6.79%,1.8,161.69K,0.6,67.32,-0.31%,"97,253"
https://finviz.com/quote.ashx?t=SWI&ty=c&p=d&b=1,SWI,4.66%,-1.18%,-26.66%,-13.98%,-15.31%,6.56%,4.08%,4.42%,2.6,1.97M,0.82,15.93,-0.06%,"1,620,837"
https://finviz.com/quote.ashx?t=TCS&ty=c&p=d&b=1,TCS,-2.89%,24.18%,38.88%,191.10%,172.59%,30.29%,8.01%,9.05%,3.3,1.24M,0.38,12.43,0.65%,"470,135"
https://finviz.com/quote.ashx?t=TDC&ty=c&p=d&b=1,TDC,-0.83%,10.23%,21.83%,22.61%,-5.71%,11.75%,2.84%,2.86%,3.1,1.05M,1.39,25.11,-3.31%,"1,454,225"
https://finviz.com/quote.ashx?t=TELL&ty=c&p=d&b=1,TELL,94.12%,150.00%,285.92%,211.32%,-56.58%,157.81%,30.47%,13.77%,3,9.97M,4.13,3.3,22.22%,"41,125,033"
https://finviz.com/quote.ashx?t=THBR&ty=c&p=d&b=1,THBR,-3.64%,14.93%,24.39%,21.53%,27.00%,-3.93%,4.13%,6.01%,-,1.78M,0.9,12.7,-1.24%,"1,611,189"
https://finviz.com/quote.ashx?t=THCB&ty=c&p=d&b=1,THCB,-5.89%,1.14%,47.35%,48.52%,51.36%,-12.11%,5.67%,9.84%,-,3.31M,0.59,15.03,0.80%,"1,942,436"
https://finviz.com/quote.ashx?t=TIMB&ty=c&p=d&b=1,TIMB,-10.20%,-11.64%,8.90%,-11.27%,-37.43%,-12.72%,2.66%,2.45%,-,352.84K,0.58,12.15,-2.25%,"203,508"
https://finviz.com/quote.ashx?t=TLRY&ty=c&p=d&b=1,TLRY,-2.91%,114.78%,179.60%,145.17%,-14.88%,118.16%,12.38%,11.34%,3.1,26.72M,0.78,18.02,0.56%,"20,867,502"
https://finviz.com/quote.ashx?t=TR&ty=c&p=d&b=1,TR,0.47%,-0.46%,-0.72%,-6.92%,-9.36%,1.48%,1.93%,2.10%,-,189.92K,1.35,30.14,1.65%,"256,158"
https://finviz.com/quote.ashx?t=TRHC&ty=c&p=d&b=1,TRHC,-7.23%,42.02%,32.07%,-9.71%,-10.02%,20.07%,4.90%,6.34%,2.2,351.60K,1.09,51.44,0.72%,"381,968"
https://finviz.com/quote.ashx?t=TRIP&ty=c&p=d&b=1,TRIP,-4.46%,27.41%,68.05%,63.26%,8.61%,15.32%,3.81%,5.11%,2.9,2.76M,0.37,33.19,-1.31%,"1,014,260"
https://finviz.com/quote.ashx?t=TRVN&ty=c&p=d&b=1,TRVN,1.38%,-4.33%,-14.67%,14.51%,144.41%,3.27%,4.52%,5.32%,1.7,3.63M,0.74,2.21,2.31%,"2,685,574"
https://finviz.com/quote.ashx?t=TTCF&ty=c&p=d&b=1,TTCF,-8.47%,-3.76%,19.94%,84.23%,139.65%,7.21%,5.49%,6.33%,2.5,2.61M,0.64,24.54,1.91%,"1,672,251"
https://finviz.com/quote.ashx?t=TVTY&ty=c&p=d&b=1,TVTY,3.78%,14.79%,57.87%,75.05%,-10.70%,12.10%,4.43%,3.65%,2,426.29K,0.67,21.96,0.18%,"285,928"
https://finviz.com/quote.ashx?t=TWNK&ty=c&p=d&b=1,TWNK,0.07%,1.96%,8.99%,11.45%,0.79%,-3.89%,2.47%,2.28%,2.2,1.23M,1.08,14.07,0.57%,"1,329,355"
https://finviz.com/quote.ashx?t=TWOU&ty=c&p=d&b=1,TWOU,-0.25%,9.79%,30.28%,0.09%,104.85%,9.90%,4.92%,5.79%,2.1,1.24M,0.59,43.97,-1.43%,"734,205"
