,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
0,GSAT,2021/02/19,$50.36K,3.0,2.77,2021/02/10 22:43,20210209,Call,50.36,8
1,SNDL,2021/02/12,$114.80K,1.0,2.1,2021/02/10 22:42,20210209,Call,114.8,1
2,GM,2021/09/17,$272.01K,75.0,53.57,2021/02/10 22:42,20210209,Call,272.01,218
3,GM,2021/09/17,$828.39K,55.0,53.57,2021/02/10 22:42,20210209,Call,828.39,218
4,SBSW,2021/04/16,$239.70K,17.5,18.44,2021/02/10 22:42,20210209,Call,239.7,64
5,GM,2021/09/17,$275.48K,75.0,53.48,2021/02/10 22:42,20210209,Call,275.48,218
6,GM,2021/09/17,$830.94K,55.0,53.48,2021/02/10 22:42,20210209,Call,830.94,218
7,MRO,2021/02/12,$40.00K,9.0,9.23,2021/02/10 22:41,20210209,Call,40.0,1
8,BILI,2021/02/19,$173.85K,160.0,139.15,2021/02/10 22:41,20210209,Call,173.85,8
9,GSAT,2021/03/19,$105.00K,2.0,2.72,2021/02/10 22:41,20210209,Call,105.0,36
10,PLTR,2021/02/19,$599.72K,37.0,37.63,2021/02/10 22:41,20210209,Call,599.72,8
11,MRO,2021/02/19,$46.44K,10.0,9.23,2021/02/10 22:40,20210209,Call,46.44,8
12,GSAT,2021/04/16,$325.00K,4.0,2.76,2021/02/10 22:39,20210209,Call,325.0,64
13,COTY,2021/02/19,$50.32K,7.0,6.82,2021/02/10 22:38,20210209,Call,50.32,8
14,AA,2021/04/16,$312.48K,25.0,21.79,2021/02/10 22:38,20210209,Call,312.48,64
15,GSAT,2021/07/16,$106.48K,3.0,2.95,2021/02/10 22:38,20210209,Call,106.48,155
16,SNDL,2021/02/12,$68.68K,2.5,2.32,2021/02/10 22:38,20210209,Call,68.68,1
17,FCX,2021/04/16,$1.15M,37.0,33.82,2021/02/10 22:37,20210209,Call,1150.0,64
18,FCX,2021/03/19,$1.96M,32.0,33.81,2021/02/10 22:37,20210209,Call,1960.0,36
19,FCX,2021/03/19,$1.57M,32.0,33.77,2021/02/10 22:37,20210209,Call,1570.0,36
20,FCX,2021/04/16,$910.00K,37.0,33.77,2021/02/10 22:37,20210209,Call,910.0,64
21,FUBO,2021/02/12,$238.00K,52.0,48.43,2021/02/10 22:37,20210209,Call,238.0,1
